one_hot_encoder__Face_East,one_hot_encoder__Face_North,one_hot_encoder__Face_North East,one_hot_encoder__Face_North West,one_hot_encoder__Face_South,one_hot_encoder__Face_South East,one_hot_encoder__Face_South West,one_hot_encoder__Face_West,one_hot_encoder__City_Bhaktapur,one_hot_encoder__City_Kathmandu,one_hot_encoder__City_Lalitpur,one_hot_encoder__Address_Aakasedhara,one_hot_encoder__Address_Aakashedhara,one_hot_encoder__Address_Aarubari,one_hot_encoder__Address_Anamnagar,one_hot_encoder__Address_Aryal-Gaun,one_hot_encoder__Address_Attarkhel,one_hot_encoder__Address_Badegaun,one_hot_encoder__Address_Badeli,one_hot_encoder__Address_Badikhel,one_hot_encoder__Address_Bafal,one_hot_encoder__Address_Bagbazar,one_hot_encoder__Address_Bagdol,one_hot_encoder__Address_Balaju,one_hot_encoder__Address_Balambu,one_hot_encoder__Address_Balkhu,one_hot_encoder__Address_Balkot,one_hot_encoder__Address_Balkumari,one_hot_encoder__Address_Baluwakhani,one_hot_encoder__Address_Baluwatar,one_hot_encoder__Address_Banasthali,one_hot_encoder__Address_Baneshwor,one_hot_encoder__Address_Baniyatar,one_hot_encoder__Address_Bansbari,one_hot_encoder__Address_Basantapur,one_hot_encoder__Address_Basundhara,one_hot_encoder__Address_Battisputali,one_hot_encoder__Address_Bauthali,one_hot_encoder__Address_Besigaun,one_hot_encoder__Address_Bhaisepati,one_hot_encoder__Address_Bhaktapur,one_hot_encoder__Address_Bhangal,one_hot_encoder__Address_Bhatkepati,one_hot_encoder__Address_Bhelpa,one_hot_encoder__Address_Bhimsengola,one_hot_encoder__Address_Birendra Chowk,one_hot_encoder__Address_Bishal Nagar,one_hot_encoder__Address_Bode,one_hot_encoder__Address_Boharatar,one_hot_encoder__Address_Boje Pokhari,one_hot_encoder__Address_Boudha,one_hot_encoder__Address_Buddha Chowk,one_hot_encoder__Address_Buddha Nagar,one_hot_encoder__Address_Buddhanagar,one_hot_encoder__Address_Budhanilkantha,one_hot_encoder__Address_Budhanilkantha ,one_hot_encoder__Address_Chabahil,one_hot_encoder__Address_Chakupat,one_hot_encoder__Address_Chamati,one_hot_encoder__Address_Chandol,one_hot_encoder__Address_Chandragiri,one_hot_encoder__Address_Changathali,one_hot_encoder__Address_Changunarayan,one_hot_encoder__Address_Chapagaun,one_hot_encoder__Address_Chapali,one_hot_encoder__Address_Chappal Karkhana,one_hot_encoder__Address_Chardobato,one_hot_encoder__Address_Chasidol,one_hot_encoder__Address_Chettrapati,one_hot_encoder__Address_Chhauni,one_hot_encoder__Address_Chobar,one_hot_encoder__Address_Chokhel,one_hot_encoder__Address_Chundevi,one_hot_encoder__Address_Chunikhel,one_hot_encoder__Address_Chyasal,one_hot_encoder__Address_Chyasindol,one_hot_encoder__Address_Chyasundol,one_hot_encoder__Address_Civil Homes,one_hot_encoder__Address_Dadathok,one_hot_encoder__Address_Dahachowk,one_hot_encoder__Address_Dallu,one_hot_encoder__Address_Danchhi,one_hot_encoder__Address_Deuba Chowk,one_hot_encoder__Address_Devkota Sadak,one_hot_encoder__Address_Dhalmal,one_hot_encoder__Address_Dhalpa,one_hot_encoder__Address_Dhapakhel,one_hot_encoder__Address_Dhapasi,one_hot_encoder__Address_Dharmasthali,one_hot_encoder__Address_Dhobighat,one_hot_encoder__Address_Dholahiti,one_hot_encoder__Address_Dhumbarahi,one_hot_encoder__Address_Dhungedhara,one_hot_encoder__Address_Dillibazar,one_hot_encoder__Address_Duwakot,one_hot_encoder__Address_Ekantakuna,one_hot_encoder__Address_Ekatabasti,one_hot_encoder__Address_Gahana Pokhari,one_hot_encoder__Address_Gairi Gaun,one_hot_encoder__Address_Gairidhara,one_hot_encoder__Address_Gairigaun,one_hot_encoder__Address_Ganesh Chowk,one_hot_encoder__Address_Gatthaghar,one_hot_encoder__Address_Gaurighat,one_hot_encoder__Address_Ghattekulo,one_hot_encoder__Address_Godawari,one_hot_encoder__Address_Gokarna,one_hot_encoder__Address_Goldhunga,one_hot_encoder__Address_Golfutar,one_hot_encoder__Address_Golkopakha,one_hot_encoder__Address_Gongabu,one_hot_encoder__Address_Gothatar,one_hot_encoder__Address_Grande Villa,one_hot_encoder__Address_Green hill city,one_hot_encoder__Address_Greenland,one_hot_encoder__Address_Guheshwori,one_hot_encoder__Address_Gurjudhara,one_hot_encoder__Address_Gwarko,one_hot_encoder__Address_Gyaneshwor,one_hot_encoder__Address_Handigaun,one_hot_encoder__Address_Hanumanghat,one_hot_encoder__Address_Harisiddhi,one_hot_encoder__Address_Hattiban,one_hot_encoder__Address_Hattidanda,one_hot_encoder__Address_Hattigauda,one_hot_encoder__Address_Hattigaunda,one_hot_encoder__Address_Hattisar,one_hot_encoder__Address_Hepali,one_hot_encoder__Address_Imadol,one_hot_encoder__Address_Itagau,one_hot_encoder__Address_Itakhel,one_hot_encoder__Address_Italitar,one_hot_encoder__Address_Jadibuti,one_hot_encoder__Address_Jarankhu,one_hot_encoder__Address_Jawalakhel,one_hot_encoder__Address_Jaya Bageshwori,one_hot_encoder__Address_Jhamsikhel,one_hot_encoder__Address_Jharuwarashi,one_hot_encoder__Address_Jhulpakha,one_hot_encoder__Address_Joranku,one_hot_encoder__Address_Jorpati,one_hot_encoder__Address_Jyotinagar,one_hot_encoder__Address_Kadaghari,one_hot_encoder__Address_Kageshwori Manohara,one_hot_encoder__Address_Kalanki,one_hot_encoder__Address_Kalimati,one_hot_encoder__Address_Kapan,one_hot_encoder__Address_Karyabinayak,one_hot_encoder__Address_Kathmandu,one_hot_encoder__Address_Katunje,one_hot_encoder__Address_Kausaltar,one_hot_encoder__Address_Kaushaltar,one_hot_encoder__Address_Kavresthali,one_hot_encoder__Address_Khadka tole,one_hot_encoder__Address_Khadkatol,one_hot_encoder__Address_Khahare,one_hot_encoder__Address_Kharibot,one_hot_encoder__Address_Khumaltar,one_hot_encoder__Address_Khusibu,one_hot_encoder__Address_Kirtipur,one_hot_encoder__Address_Koteshwor,one_hot_encoder__Address_Kuleshwor,one_hot_encoder__Address_Kumarigal,one_hot_encoder__Address_Kumaripati,one_hot_encoder__Address_Kupandole,one_hot_encoder__Address_Kupondole,one_hot_encoder__Address_Kusunti,one_hot_encoder__Address_Lamatar,one_hot_encoder__Address_Lamathumki,one_hot_encoder__Address_Lambagar,one_hot_encoder__Address_Lasuntar,one_hot_encoder__Address_Lazimpat,one_hot_encoder__Address_Liwali,one_hot_encoder__Address_Lokanthali,one_hot_encoder__Address_Lolang,one_hot_encoder__Address_Lubhu,one_hot_encoder__Address_Machhapokhari,one_hot_encoder__Address_Machhegaun,one_hot_encoder__Address_Madhyapur Thimi,one_hot_encoder__Address_Mahadevsthan,one_hot_encoder__Address_Mahadevtar,one_hot_encoder__Address_Mahalaxmi,one_hot_encoder__Address_Mahalaxmisthan,one_hot_encoder__Address_Maharajgunj,one_hot_encoder__Address_Maijubahal,one_hot_encoder__Address_Maitidevi,one_hot_encoder__Address_Makalbari,one_hot_encoder__Address_Malpot,one_hot_encoder__Address_Manabahadur Marga,one_hot_encoder__Address_Manamaiju,one_hot_encoder__Address_Manbhawan,one_hot_encoder__Address_Mandhikatar,one_hot_encoder__Address_Mandikatar,one_hot_encoder__Address_Mandikhatar,one_hot_encoder__Address_Manjushree Marga,one_hot_encoder__Address_Matatirtha,one_hot_encoder__Address_Megha City,one_hot_encoder__Address_Mhaipi,one_hot_encoder__Address_Mid Baneshwor,one_hot_encoder__Address_Minbhawan,one_hot_encoder__Address_Muhanpokhari,one_hot_encoder__Address_Mulpani,one_hot_encoder__Address_Nagarjun,one_hot_encoder__Address_Naikap,one_hot_encoder__Address_Nainatole,one_hot_encoder__Address_Nakhipot,one_hot_encoder__Address_Nakhu,one_hot_encoder__Address_Nakhudol,one_hot_encoder__Address_Nakhundole,one_hot_encoder__Address_Nakhupot,one_hot_encoder__Address_Nakkhu,one_hot_encoder__Address_Narayantar,one_hot_encoder__Address_Narayanthan,one_hot_encoder__Address_Narephate,one_hot_encoder__Address_Naxal,one_hot_encoder__Address_Naya Basti,one_hot_encoder__Address_Naya Bazar,one_hot_encoder__Address_Naya Naikap,one_hot_encoder__Address_Nayabasti,one_hot_encoder__Address_Nayabazar,one_hot_encoder__Address_Nayapati,one_hot_encoder__Address_New Baneshwor,one_hot_encoder__Address_New Thimi,one_hot_encoder__Address_Ochu Height,one_hot_encoder__Address_Old Baneshwar,one_hot_encoder__Address_Old Baneshwor,one_hot_encoder__Address_Om chowk,one_hot_encoder__Address_Pabitra basti,one_hot_encoder__Address_Padamsal,one_hot_encoder__Address_Padma Colony,one_hot_encoder__Address_Paiyuntar,one_hot_encoder__Address_Panchetaar,one_hot_encoder__Address_Pandhara Chowk,one_hot_encoder__Address_Panga,one_hot_encoder__Address_Panipokhari,one_hot_encoder__Address_Pasikot,one_hot_encoder__Address_Pepsicola,one_hot_encoder__Address_Phutung,one_hot_encoder__Address_Pingalasthan,one_hot_encoder__Address_Purano Naikap,one_hot_encoder__Address_Putalisadak,one_hot_encoder__Address_Radhe Radhe,one_hot_encoder__Address_Rajkulo,one_hot_encoder__Address_Ramkot,one_hot_encoder__Address_Raniban,one_hot_encoder__Address_Ratomate,one_hot_encoder__Address_Rudreshwor,one_hot_encoder__Address_SS college,one_hot_encoder__Address_Sai Baba chowk,one_hot_encoder__Address_Sainbu,one_hot_encoder__Address_Sallaghari,one_hot_encoder__Address_Samakhusi,one_hot_encoder__Address_Sampang Chowk,one_hot_encoder__Address_Sanagau,one_hot_encoder__Address_Sanagaun,one_hot_encoder__Address_Sanepa,one_hot_encoder__Address_Sankhamul,one_hot_encoder__Address_Sano Thimi,one_hot_encoder__Address_Sano thimi,one_hot_encoder__Address_Sanobharyang,one_hot_encoder__Address_Saraswotinagar,one_hot_encoder__Address_Satdobato,one_hot_encoder__Address_Sattalle,one_hot_encoder__Address_Satungal,one_hot_encoder__Address_Setipakha,one_hot_encoder__Address_Shankhamul,one_hot_encoder__Address_Shantinagar,one_hot_encoder__Address_Shital Height,one_hot_encoder__Address_Siddhartha Colony,one_hot_encoder__Address_Siddhipur,one_hot_encoder__Address_Siddipur,one_hot_encoder__Address_Sinamangal,one_hot_encoder__Address_Sipadol,one_hot_encoder__Address_Sirutar,one_hot_encoder__Address_Sita Pakha,one_hot_encoder__Address_Sitapaila,one_hot_encoder__Address_Sitapakha,one_hot_encoder__Address_Soltidobato,one_hot_encoder__Address_Sorakhutte,one_hot_encoder__Address_Sovahity,one_hot_encoder__Address_Srijana Nagar,one_hot_encoder__Address_Subarnachowk,one_hot_encoder__Address_Sukedhara,one_hot_encoder__Address_Sukhedhara,one_hot_encoder__Address_Sunakothi,one_hot_encoder__Address_Sundarbasti,one_hot_encoder__Address_Sundarijal,one_hot_encoder__Address_Sunderbasti,one_hot_encoder__Address_Surya Darshan,one_hot_encoder__Address_Suryabinayak,one_hot_encoder__Address_Suryadanda,one_hot_encoder__Address_Swayambhu,one_hot_encoder__Address_Syuchatar,one_hot_encoder__Address_Tahachal,one_hot_encoder__Address_Talchhikhel ,one_hot_encoder__Address_Tarakeshwar,one_hot_encoder__Address_Tarkeshwor,one_hot_encoder__Address_Tathali,one_hot_encoder__Address_Taukhel,one_hot_encoder__Address_Taulung,one_hot_encoder__Address_Teku,one_hot_encoder__Address_Tenzing Chowk,one_hot_encoder__Address_Thado Dhunga,one_hot_encoder__Address_Thaiba,one_hot_encoder__Address_Thali,one_hot_encoder__Address_Thamel,one_hot_encoder__Address_Thankot,one_hot_encoder__Address_Thapagaun,one_hot_encoder__Address_Thapathali,one_hot_encoder__Address_Thasikhel,one_hot_encoder__Address_Thecho,one_hot_encoder__Address_Thimi,one_hot_encoder__Address_Thulo Bharyang,one_hot_encoder__Address_Tikathali,one_hot_encoder__Address_Tinthana,one_hot_encoder__Address_Tokha,one_hot_encoder__Address_Town planning,one_hot_encoder__Address_Tribhuwan Park,one_hot_encoder__Address_Tushal,one_hot_encoder__Address_Tyanglafat,one_hot_encoder__Address_United colony,one_hot_encoder__Address_Vinayak Colony,one_hot_encoder__Address_Wasik,one_hot_encoder__Address_Yetkha,one_hot_encoder__Address_jorpati,remainder__Bedroom,remainder__Bathroom,remainder__Floors,remainder__Road,remainder__Land
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,12.0,3000.0
