Price,Address,Floor,Bathroom,Bedroom,Land,Road,City,Face,lat,lng
35000000,Sainbu,3,4,7,1369,18,Lalitpur,South East,27.66617,85.30975
36500000,Sainbu,2.5,3,5,1745.475,14,Lalitpur,North East,27.66617,85.30975
47500000,Sainbu,3.5,8,7,1967.93,16,Kathmandu,North East,27.69329,85.32227
40000000,Sainbu,2.5,4,5,1240.65,13,Lalitpur,West,27.65822,85.30718
61500000,Sainbu,2.5,5,4,2053.5,13,Lalitpur,West,27.69066,85.31289
78000000,Sainbu,3,4,5,2053.5,13,Lalitpur,West,27.64917,85.30034
28500000,Sainbu,3,3,4,1197.875,13,Lalitpur,West,27.64917,85.30034
25000000,Sai Baba chowk,2.5,3,6,1369,13,Kathmandu,East,27.71251,85.39367
35000000,Rudreshwor,2.5,5,5,1711.25,13,Kathmandu,West,27.69329,85.32227
37500000,Rudreshwor,2.5,3,7,1711.25,18,Kathmandu,North West,27.69329,85.32227
42000000,Rudreshwor,2.5,5,5,2464.2,14,Kathmandu,South,27.69329,85.32227
42500000,Rudreshwor,2.5,5,5,2738,13,Kathmandu,East,27.69329,85.32227
45000000,Rudreshwor,3,5,5,2738,20,Kathmandu,East,27.69329,85.32227
48000000,Rudreshwor,2.5,3,4,2738,16,Kathmandu,North East,27.69329,85.32227
49000000,Rudreshwor,2.5,6,5,1745.475,13,Kathmandu,East,27.69329,85.32227
50000000,Rudreshwor,2.5,5,4,1745.475,13,Kathmandu,South,27.69329,85.32227
50000000,Rudreshwor,3,5,4,1745.475,16,Kathmandu,East,27.69329,85.32227
55000000,Rudreshwor,2.5,5,4,3080.25,20,Kathmandu,South East,27.69329,85.32227
57500000,Rudreshwor,2.5,5,5,2053.5,15,Kathmandu,South,27.69329,85.32227
59500000,Rudreshwor,3,5,5,2053.5,13,Kathmandu,South,27.69329,85.32227
68000000,Rudreshwor,2.5,4,5,2156.175,14,Kathmandu,East,27.69329,85.32227
13000000,Ratomate,2.5,3,4,941.1875,10,Kathmandu,West,27.69329,85.32227
28500000,Raniban,3,4,6,1197.875,13,Kathmandu,West,27.70009,85.33329
23500000,Raniban,2.5,3,5,1540.125,10,Kathmandu,West,27.70009,85.33329
28000000,Raniban,2.5,4,6,1900,20,Kathmandu,South,27.70009,85.33329
30000000,Raniban,2,3,3,1026.75,13,Kathmandu,West,27.70009,85.33329
31000000,Raniban,3.5,5,6,1437.45,14,Kathmandu,South West,27.70009,85.33329
33500000,Raniban,3,3,7,2053.5,14,Kathmandu,East,27.70009,85.33329
36000000,Raniban,2.5,5,6,1026.75,20,Kathmandu,East,27.70009,85.33329
47500000,Raniban,3,5,5,1711.25,13,Kathmandu,South,27.70009,85.33329
22000000,Ramkot,3,3,5,1369,13,Kathmandu,West,27.70531,85.34508
44900000,Ramkot,3,4,3,2352.96,13,Kathmandu,West,27.70531,85.34508
42900000,Ramkot,3,4,4,1958.9462,13,Kathmandu,West,27.70531,85.34508
52300000,Ramkot,2.5,4,5,2160.8778,13,Kathmandu,West,27.70531,85.34508
54100000,Ramkot,2.5,4,4,2448.7972,13,Kathmandu,West,27.70531,85.34508
49999999,Ramkot,2.5,5,3,2213.4972,13,Kathmandu,West,27.70531,85.34508
51000000,Ramkot,2.5,3,3,1176.48,13,Kathmandu,West,27.72052,85.25126
15500000,Ramkot,2,2,4,1369,20,Kathmandu,North,27.72052,85.25126
16800000,Ramkot,2.5,2,5,1369,16,Kathmandu,West,27.72052,85.25126
17500000,Ramkot,2.5,3,3,1129.425,10,Kathmandu,South East,27.72052,85.25126
17500000,Ramkot,2,2,4,1711.25,20,Kathmandu,North,27.72052,85.25126
19000000,Ramkot,2.5,4,2,1197.875,13,Kathmandu,South,27.72052,85.25126
19000000,Ramkot,3,3,4,1326.21875,20,Kathmandu,East,27.72052,85.25126
23000000,Ramkot,2.5,4,5,1129.425,10,Kathmandu,North West,27.72052,85.25126
20800000,Rajkulo,3,5,5,1060.975,13,Lalitpur,North,27.64689,85.3165
27500000,Rajkulo,2.5,4,4,1048.140625,20,Lalitpur,South,27.64689,85.3165
28100000,Rajkulo,3,4,5,1026.75,13,Lalitpur,North,27.64689,85.3165
62500000,Radhe Radhe,2.5,3,6,2738,14.5,Bhaktapur,South East,27.68323,84.41687
87000000,Putalisadak,2.5,5,9,2738,13,Kathmandu,West,27.70305,85.32267
30000000,Purano Naikap,2.5,4,5,1711.25,10,Kathmandu,West,27.68648,85.26247
48000000,Purano Naikap,3,5,7,2806.45,13,Kathmandu,North East,27.68648,85.26247
45000000,Pingalasthan,3.5,7,7,1711.25,20,Kathmandu,South East,27.69329,85.32227
25000000,Phutung,2.5,4,5,1497.34,12,Kathmandu,East,27.76671,85.31273
26000000,Phutung,3,3,5,1437.45,18,Kathmandu,West,27.76671,85.31273
29900000,Phutung,2.5,4,4,1369,20,Kathmandu,West,27.76671,85.31273
25000000,Phutung,3,3,6,1197.87,13,Kathmandu,West,27.69576,85.3009
37500000,Pepsicola,3,4,5,1369,13,Kathmandu,West,27.69379,85.36342
18000000,Pepsicola,3,3,4,752.95,13,Kathmandu,West,27.69379,85.36342
25000000,Pepsicola,3,3,6,1095.2,13,Kathmandu,West,27.69379,85.36342
40000000,Pepsicola,3,3,6,1369,13,Kathmandu,West,27.69379,85.36342
30000000,Pepsicola,3,4,4,1369,13,Kathmandu,West,27.69379,85.36342
28000000,Pepsicola,3,4,6,1711.25,13,Kathmandu,West,27.69379,85.36342
45000000,Pepsicola,3,3,5,1454.56,13,Kathmandu,West,27.69379,85.36342
27000000,Pepsicola,2.5,4,4,1060.975,13,Kathmandu,West,27.69379,85.36342
13500000,Pepsicola,3,3,4,1112.3125,13,Kathmandu,South East,27.69329,85.32227
15000000,Pepsicola,2,2,4,855.625,13,Kathmandu,North West,27.69329,85.32227
16000000,Pepsicola,3,3,3,1026.75,13,Kathmandu,West,27.69329,85.32227
21500000,Pepsicola,2.5,6,6,1112.3125,13,Kathmandu,East,27.69329,85.32227
22000000,Pepsicola,3,4,6,1197.875,10,Kathmandu,East,27.69329,85.32227
22000000,Pepsicola,2.5,4,6,1133.7,20,Kathmandu,West,27.69329,85.32227
23000000,Pepsicola,3,5,5,1197.875,11,Kathmandu,North East,27.69329,85.32227
24000000,Pepsicola,2.5,3,6,1095.2,20,Kathmandu,East,27.69329,85.32227
24000000,Pepsicola,3,4,4,752.95,20,Kathmandu,East,27.69329,85.32227
25000000,Pepsicola,2.5,4,5,1026.75,18,Kathmandu,North East,27.69329,85.32227
25500000,Pepsicola,2.5,4,6,1454.5625,13,Kathmandu,West,27.69329,85.32227
26000000,Pepsicola,3.5,4,8,1026.75,10,Kathmandu,North,27.69329,85.32227
32500000,Pepsicola,3,4,5,1711.25,18,Kathmandu,South East,27.69329,85.32227
55500000,Pepsicola,3.5,6,6,2121.95,20,Kathmandu,South,27.69329,85.32227
67500000,Pepsicola,2.5,4,5,3000,20,Kathmandu,South,27.69329,85.32227
55000000,Pasikot,2.5,5,5,3080.25,13,Kathmandu,West,27.76947,85.34776
29000000,Pasikot,3,3,5,1369,13,Kathmandu,West,27.77198,85.35914
25000000,Pasikot,2.5,3,4,1026.75,13,Kathmandu,West,27.77198,85.35914
27000000,Pasikot,2.5,4,6,1711.25,13,Kathmandu,West,27.77198,85.35914
30000000,Pasikot,3,4,8,1540.125,13,Kathmandu,West,27.77198,85.35914
28000000,Pasikot,3,4,4,1369,13,Kathmandu,West,27.77198,85.35914
33500000,Pasikot,3,5,3,1369,13,Kathmandu,West,27.77198,85.35914
28000000,Pasikot,3,4,4,1026.75,13,Kathmandu,West,27.77198,85.35914
28500000,Pasikot,3,4,6,1369,13,Kathmandu,West,27.77198,85.35914
28000000,Pasikot,3,3,5,1369,13,Kathmandu,West,27.77198,85.35914
28000000,Pasikot,3,4,5,1369,13,Kathmandu,West,27.77198,85.35914
34500000,Pasikot,3,3,3,1369,13,Kathmandu,West,27.77198,85.35914
30000000,Pasikot,3,5,8,1540.125,13,Kathmandu,West,27.77198,85.35914
33000000,Pasikot,3,3,5,1711.25,13,Kathmandu,West,27.77198,85.35914
42500000,Pasikot,3.5,4,6,2053.5,13,Kathmandu,West,27.77198,85.35914
50000000,Pasikot,3,2,5,3080.25,13,Kathmandu,West,27.77198,85.35914
28000000,Pasikot,3,4,8,1711.25,13,Kathmandu,West,27.77198,85.35914
28000000,Pasikot,2.5,5,8,1711.25,13,Kathmandu,West,27.77198,85.35914
16800000,Pasikot,3,5,5,1026.75,14,Kathmandu,North East,27.76947,85.34776
17500000,Pasikot,3,2,6,1197.875,12,Kathmandu,North,27.76947,85.34776
22500000,Pasikot,3,5,6,1197.87,15,Kathmandu,South East,27.76947,85.34776
24000000,Pasikot,2.5,2,5,1369,20,Kathmandu,South East,27.76947,85.34776
24500000,Pasikot,2.5,5,6,1369,13,Kathmandu,South East,27.76947,85.34776
28000000,Pasikot,3.5,4,8,1711.25,13,Kathmandu,South,27.76947,85.34776
28000000,Pasikot,3,3,8,1796.8125,14,Kathmandu,East,27.76947,85.34776
30000000,Pasikot,3,4,5,1369,20,Kathmandu,West,27.76947,85.34776
30000000,Pasikot,2.5,4,5,1471.675,20,Kathmandu,South,27.76947,85.34776
30000000,Pasikot,2.5,5,4,1779.7,20,Kathmandu,North East,27.76947,85.34776
31000000,Pasikot,2.5,2,5,1411.78,12,Kathmandu,South East,27.76947,85.34776
31000000,Pasikot,2.5,3,5,1300.55,13,Kathmandu,East,27.76947,85.34776
32000000,Pasikot,2.5,4,5,2053.5,13,Kathmandu,South East,27.76947,85.34776
32000000,Pasikot,2.5,5,4,1882.375,20,Kathmandu,North,27.76947,85.34776
32500000,Pasikot,3.5,2,5,1745.475,10,Kathmandu,East,27.76947,85.34776
32500000,Pasikot,2.5,5,6,1754.03,14,Kathmandu,East,27.76947,85.34776
33000000,Pasikot,2.5,4,6,2053.5,13,Kathmandu,South East,27.76947,85.34776
33500000,Pasikot,2.5,4,5,1711.25,13,Kathmandu,South,27.76947,85.34776
34000000,Pasikot,2.5,4,5,1369,13,Kathmandu,South East,27.76947,85.34776
34000000,Pasikot,2.5,5,6,1711.25,13,Kathmandu,North East,27.76947,85.34776
34000000,Pasikot,2.5,5,5,1754.03,14,Kathmandu,East,27.76947,85.34776
35000000,Pasikot,3,6,7,1711.25,12,Kathmandu,South,27.76947,85.34776
35000000,Pasikot,2.5,4,5,1369,13,Kathmandu,South East,27.76947,85.34776
36000000,Pasikot,2.5,4,5,1711.25,13,Kathmandu,North,27.76947,85.34776
36000000,Pasikot,2.5,5,6,1711.25,13,Kathmandu,North East,27.76947,85.34776
38000000,Pasikot,2.5,3,5,1745.475,14,Kathmandu,South,27.76947,85.34776
38000000,Pasikot,2.5,3,5,1745.475,14,Kathmandu,South West,27.76947,85.34776
42500000,Pasikot,2.5,5,4,2738,15,Kathmandu,North East,27.76947,85.34776
45000000,Pasikot,2.5,3,4,2738,15,Kathmandu,North East,27.76947,85.34776
53500000,Pasikot,3.5,5,7,2429.975,18.5,Kathmandu,South West,27.76947,85.34776
40000000,Pasikot,3,3,5,2053.5,13,Kathmandu,West,27.76947,85.34776
33500000,Pasikot,3,3,5,1711.25,13,Kathmandu,West,27.76947,85.34776
28000000,Pasikot,3,3,5,1129.425,13,Kathmandu,West,27.76947,85.34776
54000000,Panipokhari,3,5,4,1779.7,20,Kathmandu,East,27.72782,85.32247
67500000,Panipokhari,3.5,1,4,1693.2724,20,Kathmandu,North,27.72782,85.32247
13500000,Panga,3.5,3,4,1026.75,10,Kathmandu,South,27.67047,85.28024
24500000,Pandhara Chowk,2.5,4,4,1403.225,20,Kathmandu,North,27.69996,85.31354
32000000,Panchetaar,2.5,4,5,1625.6875,20,Kathmandu,East,27.69329,85.32227
22000000,Paiyuntar,2.5,4,6,1437.45,12,Kathmandu,East,27.74006,85.37095
30000000,Paiyuntar,2.5,4,5,1471.675,12,Kathmandu,West,27.74006,85.37095
17000000,Padma Colony,2.5,4,5,1026.75,13,Kathmandu,West,27.71918,85.28742
17000000,Padma Colony,2.5,4,5,1026.75,13,Kathmandu,West,27.71918,85.28742
20000000,Padma Colony,3,2,3,1711.25,9,Kathmandu,North East,27.69863,85.28072
24000000,Padamsal,3,4,5,1095.2,13,Kathmandu,West,27.77419,85.30656
25000000,Pabitra basti,2.5,3,5,900,10,Kathmandu,East,27.73044,85.33129
14500000,Om chowk,2.5,3,4,983.96,13,Kathmandu,West,27.71141,85.28707
23000000,Old Baneshwor,3,3,3,1369,13,Kathmandu,West,27.68647,85.26248
52500000,Old Baneshwor,2.5,3,3,2224.625,13,Kathmandu,West,27.70143,85.34037
39000000,Old Baneshwor,3,5,6,1369,13,Kathmandu,East,27.70143,85.34037
65000000,Old Baneshwor,3,3,5,1779.7,13,Kathmandu,West,27.70252,85.33977
75000000,Old Baneshwar,3,4,3,2156.175,13,Kathmandu,West,27.69618,85.34128
55000000,Old Baneshwar,2.5,3,5,1711.25,13,Kathmandu,West,27.69663,85.30425
23000000,Ochu Height,2.5,3,4,1026.75,13,Lalitpur,West,27.67098,85.33444
24500000,Ochu Height,2.5,4,5,1095.2,13,Lalitpur,South,27.67098,85.33444
27000000,Ochu Height,2.5,3,5,1095.2,13,Lalitpur,South,27.67098,85.33444
33000000,Ochu Height,2.5,4,6,1129.425,16,Lalitpur,South,27.67098,85.33444
35000000,Ochu Height,2.5,4,6,2053.5,20,Lalitpur,West,27.67098,85.33444
41000000,Ochu Height,3.5,6,8,1711.25,13,Lalitpur,East,27.67098,85.33444
21000000,New Thimi,3,3,7,1026.75,13,Bhaktapur,West,27.6824,85.38297
30000000,Baluwatar,3,4,4,1369,13,Kathmandu,West,38.89037,-77.03196
23000000,New Baneshwor,3,3,5,1026.75,13,Kathmandu,West,27.69661,85.33952
46500000,New Baneshwor,2.5,3,6,2053.5,13,Kathmandu,West,27.68952,85.33278
85000000,New Baneshwor,3,4,6,2909.125,13,Kathmandu,West,27.68952,85.33278
16800000,New Baneshwor,3.5,3,3,376.475,20,Kathmandu,East,27.68718,85.33354
28000000,New Baneshwor,2.5,3,3,684.5,13,Kathmandu,West,27.68952,85.33278
22500000,Nayapati,2,3,4,1711.25,20,Kathmandu,East,27.75784,85.406
45000000,Nayabazar,2.5,3,5,1454.56,13,Kathmandu,West,27.71805,85.31398
27500000,Nayabazar,2.5,3,5,855.62,13,Kathmandu,West,27.73096,85.30578
75000000,Nayabazar,2.5,4,5,1711.25,13,Kathmandu,West,27.7265,85.30377
35000000,Nayabazar,3,4,3,884.04,20,Kathmandu,East,27.73096,85.30578
23500000,Nayabasti,2,1,1,1711.25,10,Kathmandu,South,27.71543,85.36665
26000000,Nayabasti,2.5,4,5,1069.53,13,Lalitpur,North East,27.67621,85.30356
27500000,Nayabasti,2.5,4,5,1197.87,13,Lalitpur,East,27.67621,85.30356
32000000,Nayabasti,2.5,4,5,1283.43,20,Lalitpur,West,27.67621,85.30356
35500000,Nayabasti,3.5,5,7,1903.76,12,Kathmandu,East,27.71543,85.36665
38500000,Nayabasti,2.5,5,6,1433.17,20,Kathmandu,East,27.71543,85.36665
29000000,Naya Naikap,3,5,6,1967.9375,13,Kathmandu,West,27.68648,85.26247
19500000,Naya Naikap,3,3,3,1369,13,Kathmandu,West,27.68648,85.26247
21000000,Naya Naikap,3,3,3,1369,13,Kathmandu,West,27.68648,85.26247
19500000,Naya Naikap,3,2,3,1369,13,Kathmandu,West,27.68648,85.26247
29000000,Naya Naikap,3.5,4,7,1454.5625,13,Kathmandu,South East,27.68807,85.26296
35000000,Naya Naikap,3.5,5,6,1711.25,13,Kathmandu,South East,27.68807,85.26296
35000000,Naya Bazar,3,5,5,1711.25,20,Kathmandu,East,27.73096,85.30578
40000000,Naya Bazar,3,4,3,1026.75,20,Kathmandu,East,27.73096,85.30578
26000000,Naya Basti,2.5,2,5,1095.2,10,Kathmandu,North,27.71543,85.36665
28000000,Naya Basti,3,5,7,1711.25,10,Kathmandu,East,27.71543,85.36665
35000000,Naya Basti,2.5,4,5,1711.25,20,Kathmandu,West,27.71543,85.36665
79000000,Naxal,3,4,5,3422.5,13,Kathmandu,West,27.71656,85.33409
52000000,Naxal,2.5,5,6,1369,13,Kathmandu,West,27.71966,85.33094
87500000,Naxal,3.5,4,4,3336.9375,13,Kathmandu,West,27.71966,85.33094
55000000,Naxal,2.5,3,3,1369,13,Kathmandu,West,27.72967,85.32892
77500000,Naxal,3,3,4,3251.375,13,Kathmandu,West,27.71716,85.33038
60000000,Naxal,2.5,3,5,1711.25,13,Kathmandu,West,27.72967,85.32892
50000000,Naxal,2.5,5,5,1369,13,Kathmandu,West,27.71966,85.33094
50000000,Naxal,2.5,3,5,1403.225,13,Kathmandu,West,27.71966,85.33094
31500000,Narephate,3,4,5,1369,14,Kathmandu,West,27.69329,85.32227
33000000,Narephate,2.5,4,6,2053.5,20,Kathmandu,East,27.69329,85.32227
50000000,Narephate,3,4,5,1454.5625,12,Kathmandu,South,27.69329,85.32227
22500000,Narephate,3,4,5,1133.7,13,Kathmandu,West,27.69271,85.29841
70000000,Narayanthan,3,5,7,2053.5,13,Kathmandu,West,27.77198,85.35914
29000000,Narayanthan,3,4,6,1437.45,13,Kathmandu,West,27.77198,85.35914
30000000,Narayanthan,3.5,4,4,1437.45,13,Kathmandu,West,27.77198,85.35914
49000000,Narayanthan,3.5,5,6,2053.5,13,Kathmandu,West,27.77198,85.35914
41000000,Narayanthan,2.5,3,5,1711.25,13,Kathmandu,West,27.77198,85.35914
42500000,Narayanthan,2.5,3,4,1540.125,13,Kathmandu,West,27.77198,85.35914
45000000,Narayanthan,2.5,3,4,1540.125,13,Kathmandu,West,27.77198,85.35914
25000000,Narayanthan,2.5,4,5,1711.25,13,Kathmandu,West,27.77198,85.35914
40000000,Narayanthan,2.5,4,4,1369,13,Kathmandu,West,27.77198,85.35914
22000000,Narayanthan,2.5,4,6,1369,13,Kathmandu,East,27.73153,85.26017
27500000,Narayanthan,3.5,5,5,1711.25,10,Kathmandu,East,27.73153,85.26017
35000000,Narayanthan,2.5,5,5,1369,13,Kathmandu,North East,27.73153,85.26017
42500000,Narayanthan,2.5,5,5,1129.425,16,Kathmandu,South,27.73153,85.26017
45000000,Narayanthan,2.5,5,5,1500,20,Kathmandu,East,27.73153,85.26017
55000000,Narayanthan,2.5,5,4,2464.2,13,Kathmandu,North East,27.73153,85.26017
55000000,Narayanthan,3,4,4,2087.725,13,Kathmandu,West,27.79072,85.35983
57500000,Narayanthan,3,5,5,2053.5,13,Kathmandu,West,27.79072,85.35983
65500000,Narayanthan,3,5,5,2395.75,13,Kathmandu,West,27.79072,85.35983
45000000,Narayanthan,3,3,5,2738,13,Kathmandu,West,27.79072,85.35983
38000000,Narayanthan,3,4,5,2053.5,13,Kathmandu,West,27.79072,85.35983
40000000,Narayanthan,3,4,3,1711.25,13,Kathmandu,West,27.79072,85.35983
66000000,Narayanthan,2.5,5,5,2310.1875,13,Kathmandu,West,27.79072,85.35983
55000000,Narayanthan,2.5,5,7,2738,13,Kathmandu,West,27.79072,85.35983
25000000,Narayantar,3,3,6,1197.875,13,Kathmandu,West,27.72258,85.38015
24000000,Narayantar,3,3,5,1197.875,13,Kathmandu,West,27.72258,85.38015
24000000,Narayantar,2.5,3,5,1197.875,13,Kathmandu,West,27.72258,85.38015
40000000,Narayantar,2.5,3,5,1540.125,13,Kathmandu,West,27.72258,85.38015
19000000,Narayantar,3,3,6,1026.75,12,Kathmandu,South East,27.72258,85.38015
24000000,Narayantar,3,3,6,1026.75,11,Kathmandu,South,27.72258,85.38015
27500000,Narayantar,2.5,4,3,1437.45,18,Kathmandu,East,27.72258,85.38015
30000000,Narayantar,3,3,6,1095.2,13,Kathmandu,South,27.72258,85.38015
37500000,Narayantar,2.5,4,7,1095.2,16,Kathmandu,South West,27.72258,85.38015
36000000,Nakkhu,3.5,5,4,1454.5625,13,Lalitpur,West,27.66712,85.30605
44000000,Nakkhu,2.5,4,3,1347.6,13,Lalitpur,West,27.66712,85.30605
20000000,Nakkhu,2.5,3,1,855.62,13,Lalitpur,West,27.66712,85.30605
18000000,Nakkhu,3,5,4,1026.75,13,Lalitpur,North,27.66431,85.30634
23000000,Nakkhu,2.5,3,4,1026.75,16,Lalitpur,South,27.66431,85.30634
25500000,Nakkhu,2.5,4,4,1540.125,14,Lalitpur,North West,27.66431,85.30634
26500000,Nakkhu,2,4,4,1369,16,Lalitpur,East,27.66431,85.30634
26500000,Nakkhu,3,4,4,1369,16,Lalitpur,South West,27.66431,85.30634
26500000,Nakkhu,2.5,4,4,1197.875,20,Lalitpur,South East,27.66431,85.30634
28000000,Nakkhu,2.5,5,4,1369,20,Lalitpur,East,27.66431,85.30634
29000000,Nakkhu,2.5,5,4,1540.125,15,Lalitpur,South,27.66431,85.30634
29000000,Nakkhu,2.5,5,4,1369,20,Lalitpur,East,27.66431,85.30634
31000000,Nakkhu,2.5,5,6,1437.45,16.5,Lalitpur,North,27.66431,85.30634
32500000,Nakkhu,3,4,7,1369,14.5,Lalitpur,South West,27.66431,85.30634
33000000,Nakkhu,2.5,4,4,1403.225,15,Lalitpur,South West,27.66431,85.30634
36000000,Nakkhu,3,3,5,1403.225,10,Lalitpur,North East,27.66431,85.30634
36000000,Nakkhu,2,5,4,1454.5625,13,Lalitpur,South West,27.66431,85.30634
36000000,Nakkhu,2.5,5,4,1403.225,13,Lalitpur,South West,27.66431,85.30634
36000000,Nakkhu,2.5,5,4,1454.5625,13,Lalitpur,South West,27.66431,85.30634
38000000,Nakkhu,2.5,4,4,1745.475,12.5,Lalitpur,West,27.66431,85.30634
39000000,Nakkhu,2.5,4,4,1711.25,13,Lalitpur,East,27.66431,85.30634
39000000,Nakkhu,3.5,6,5,1197.875,13,Lalitpur,East,27.66431,85.30634
39500000,Nakkhu,2.5,4,4,1711.25,13,Lalitpur,East,27.66431,85.30634
39900000,Nakkhu,2,4,4,1711.25,13,Lalitpur,East,27.66431,85.30634
43000000,Nakkhu,2.5,3,5,1711.25,18,Lalitpur,South,27.66431,85.30634
53000000,Nakkhu,2.5,4,4,1779.7,13,Lalitpur,South West,27.66431,85.30634
41000000,Nakkhu,2.5,4,4,2224.62,13,Lalitpur,West,27.66753,85.31648
25000000,Nakkhu,2,4,3,1540.125,13,Lalitpur,East,27.64893,85.3106
29000000,Nakkhu,2.5,4,3,1129.425,18,Lalitpur,South,27.64893,85.3106
65000000,Nakkhu,3,4,5,1540.125,13,Lalitpur,West,27.66712,85.30605
29900000,Nakkhu,3.5,5,4,1112.3125,13,Lalitpur,West,27.66712,85.30605
29900000,Nakkhu,3.5,5,4,1112.3125,13,Lalitpur,West,27.66712,85.30605
29900000,Nakkhu,3.5,5,6,1163.65,13,Lalitpur,West,27.66712,85.30605
48000000,Nakkhu,3.5,4,4,1779.7,13,Lalitpur,West,27.66712,85.30605
60000000,Nakkhu,2.5,4,5,3080.25,13,Lalitpur,West,27.66712,85.30605
31000000,Nakkhu,2.5,3,4,1026.75,13,Lalitpur,West,27.66712,85.30605
55000000,Nakkhu,2.5,4,5,3080.25,13,Lalitpur,West,27.66712,85.30605
38000000,Nakkhu,3.5,3,5,1518.73,13,Lalitpur,West,27.65952,85.32298
65000000,Nakhupot,2.5,3,5,2395.75,13,Lalitpur,West,27.64813,85.32141
35000000,Nakhundole,3,5,5,1437.45,13,Lalitpur,West,27.64893,85.3106
37500000,Nakhundole,2.5,5,5,1369,13,Lalitpur,West,27.64893,85.3106
42500000,Nakhundole,3,4,4,1369,13,Lalitpur,West,27.6549,85.31987
29000000,Nakhudol,2.5,4,4,1369,13,Lalitpur,West,27.66617,85.30975
23000000,Nakhu,3,3,6,941.18,13,Lalitpur,West,27.67621,85.30356
25000000,Nakhu,3,3,6,941.1875,13,Lalitpur,West,27.66712,85.30605
25000000,Nakhu,3,3,5,855.625,13,Lalitpur,West,27.66431,85.30634
26500000,Nakhipot,2.5,3,5,1197.87,13,Lalitpur,West,27.64985,85.31754
45000000,Nakhipot,3,3,5,2566.875,13,Lalitpur,West,27.64985,85.31754
22000000,Nakhipot,3,4,4,1369,13,Lalitpur,West,27.64985,85.31754
41500000,Nakhipot,3,4,5,1403.225,13,Lalitpur,West,27.64985,85.31754
31000000,Nakhipot,3.5,4,5,1026.75,13,Lalitpur,West,27.64985,85.31754
37000000,Nakhipot,3,4,6,1369,13,Lalitpur,West,27.64985,85.31754
26000000,Nakhipot,2.5,4,8,1369,13,Lalitpur,West,27.64985,85.31754
45000000,Nakhipot,2.5,4,7,2395.75,13,Lalitpur,West,27.64985,85.31754
32500000,Nakhipot,2.5,4,6,1454.56,13,Lalitpur,West,27.64985,85.31754
26000000,Nakhipot,2.5,4,5,1197.875,13,Lalitpur,West,27.64985,85.31754
45000000,Nakhipot,2.5,4,4,1711.25,13,Lalitpur,West,27.64985,85.31754
35000000,Nakhipot,3.5,3,5,1369,13,Lalitpur,West,27.65099,85.31772
20000000,Nakhipot,2.5,3,4,855.625,13,Lalitpur,East,27.64985,85.31754
22500000,Nakhipot,3,4,4,1060,13,Lalitpur,West,27.64985,85.31754
23000000,Nakhipot,2.5,3,4,1090.92,16,Lalitpur,East,27.64985,85.31754
23500000,Nakhipot,2.5,4,4,1060.975,15,Lalitpur,North West,27.64985,85.31754
25500000,Nakhipot,2.5,7,9,1095.2,20,Lalitpur,East,27.64985,85.31754
26500000,Nakhipot,3,4,5,1197.875,13,Lalitpur,North,27.64985,85.31754
27000000,Nakhipot,2.5,4,4,1095.2,15,Lalitpur,South,27.64985,85.31754
27000000,Nakhipot,2.5,4,5,1197.875,20,Lalitpur,South West,27.64985,85.31754
28000000,Nakhipot,2.5,3,5,1095.2,13,Lalitpur,South,27.64985,85.31754
29000000,Nakhipot,3,4,4,1026.75,19,Lalitpur,South,27.64985,85.31754
29000000,Nakhipot,2.5,4,4,2244,20,Lalitpur,South,27.64985,85.31754
32000000,Nakhipot,2.5,4,5,1437.45,20,Lalitpur,West,27.64985,85.31754
33000000,Nakhipot,2.5,4,6,1095.2,20,Lalitpur,South,27.64985,85.31754
46000000,Nakhipot,2.5,5,6,2395.75,13,Lalitpur,South East,27.64985,85.31754
57500000,Nakhipot,3,5,6,3058.859375,20,Lalitpur,West,27.64985,85.31754
57500000,Nakhipot,3.5,6,5,1500,20,Lalitpur,East,27.64985,85.31754
60000000,Nakhipot,3,6,6,2806.45,15,Lalitpur,South East,27.64985,85.31754
42000000,Nainatole,3,2.5,6,2566.87,13,Kathmandu,North East,27.69329,85.32227
17000000,Naikap,2,5,5,941.1875,13,Kathmandu,East,27.68648,85.26247
20000000,Naikap,2.5,2,4,1060.975,10,Kathmandu,North,27.68648,85.26247
22500000,Naikap,3,3,5,1369,13,Kathmandu,East,27.68648,85.26247
22500000,Naikap,2,4,5,1369,14,Kathmandu,North East,27.68648,85.26247
26000000,Naikap,2.5,3,3,1369,13,Kathmandu,East,27.68648,85.26247
27500000,Naikap,2.5,3,5,1369,13,Kathmandu,South East,27.68648,85.26247
27500000,Naikap,2.5,5,6,1369,13,Kathmandu,East,27.68648,85.26247
29500000,Naikap,3,2,5,2374.359375,15,Kathmandu,South,27.68648,85.26247
44000000,Naikap,3,3,3,2738,20,Kathmandu,East,27.68648,85.26247
47500000,Naikap,3,6,7,2806.45,13,Kathmandu,North,27.68648,85.26247
14000000,Nagarjun,2.5,3,5,855.625,13,Kathmandu,West,27.72123,85.35385
39500000,Nagarjun,3,4,6,1411.78,13,Kathmandu,West,27.70531,85.34508
30500000,Nagarjun,3,4,4,1369,13,Kathmandu,West,27.69576,85.3009
26500000,Nagarjun,3,4,6,1604.29,13,Kathmandu,West,27.69576,85.3009
21000000,Nagarjun,3,4,5,1026.75,13,Kathmandu,West,27.70531,85.34508
