,Price,Address,Floor,Bathroom,Bedroom,Land,Road,City,Face
706,42500000,Budhanilkantha ,2.5,4.0,5,1369.0,13.0,Kathmandu,West
707,17000000,Budhanilkantha ,2.5,3.0,4,1026.75,13.0,Kathmandu,West
708,31500000,Chabahil,3.0,4.0,6,1369.0,13.0,Kathmandu,West
709,43500000,Chabahil,3.0,4.0,5,2395.75,13.0,Kathmandu,West
711,23500000,Chabahil,2.5,3.0,5,1069.53125,13.0,Kathmandu,North East
712,29500000,Chabahil,2.5,4.0,5,1369.0,13.0,Kathmandu,East
713,32000000,Chabahil,3.0,6.0,8,1437.45,20.0,Kathmandu,West
714,37000000,Chabahil,3.0,4.0,5,1369.0,12.0,Kathmandu,South West
715,49500000,Chabahil,3.0,5.0,5,1796.8125,14.0,Kathmandu,East
716,50000000,Chabahil,2.0,4.0,4,1796.8125,16.0,Kathmandu,East
717,31000000,Chabahil,3.0,3.0,6,1197.875,13.0,Kathmandu,West
718,51000000,Chabahil,2.5,5.0,6,1813.925,13.0,Kathmandu,West
719,24500000,Chabahil,2.5,3.0,4,1347.6,13.0,Kathmandu,West
720,75000000,Chabahil,2.5,3.0,8,3080.25,13.0,Kathmandu,West
721,27500000,other,2.5,5.0,4,1026.75,13.0,Lalitpur,West
722,35000000,other,3.0,3.0,5,1625.6875,13.0,Lalitpur,South
723,60000000,other,3.5,5.0,5,2053.5,13.0,Lalitpur,South
724,24500000,other,2.5,3.0,5,1026.75,13.0,Kathmandu,West
726,34000000,other,2.5,3.0,6,1197.875,20.0,Kathmandu,East
727,46000000,Chandol,3.0,3.0,5,1779.7,13.0,Kathmandu,West
728,37500000,Chandol,3.0,3.0,5,1369.0,13.0,Kathmandu,West
729,24500000,Chandol,2.0,3.0,4,1197.875,13.124,Kathmandu,East
730,33500000,Chandol,3.0,5.0,4,1369.0,16.0,Kathmandu,East
731,35000000,Chandol,2.0,4.0,5,1369.0,12.0,Kathmandu,North
732,36000000,Chandol,2.5,3.0,7,1711.25,12.0,Kathmandu,North
733,41500000,Chandol,3.0,3.0,7,1796.81,13.0,Kathmandu,West
735,16000000,Chandragiri,2.5,3.0,6,1026.75,13.0,Kathmandu,West
736,13500000,Chandragiri,2.5,3.0,7,1026.75,13.0,Kathmandu,West
737,15000000,Chandragiri,2.5,3.0,3,1369.0,13.0,Kathmandu,West
738,22000000,Chandragiri,3.5,3.0,6,1197.875,13.0,Kathmandu,West
739,30500000,Chandragiri,3.5,4.0,5,1369.0,13.0,Kathmandu,West
740,26000000,Chandragiri,3.0,5.0,6,1369.0,13.0,Kathmandu,West
741,20500000,Chandragiri,3.0,3.0,4,1060.975,13.0,Kathmandu,West
742,23000000,Chandragiri,2.5,4.0,4,1540.125,13.0,Kathmandu,West
743,25000000,Chandragiri,2.5,3.0,5,1369.0,13.0,Kathmandu,West
745,16000000,Chandragiri,2.0,2.0,2,1369.0,10.0,Kathmandu,South East
746,17000000,Chandragiri,2.5,3.0,6,1095.2,10.0,Kathmandu,South East
747,17000000,Chandragiri,3.0,3.0,6,1026.75,16.0,Kathmandu,East
748,22000000,Chandragiri,3.0,3.0,6,1711.25,10.0,Kathmandu,East
749,26700000,Chandragiri,2.5,1.0,6,1711.25,20.0,Kathmandu,West
750,29500000,Chandragiri,2.0,4.0,7,1454.5625,14.0,Kathmandu,West
751,17000000,Changathali,2.5,3.0,7,1369.0,10.0,Lalitpur,East
752,18000000,Changathali,2.5,3.0,4,1026.75,13.0,Lalitpur,North West
753,28500000,Changathali,2.0,2.0,4,1471.675,13.0,Lalitpur,South
754,16000000,Changathali,2.0,5.0,4,1369.0,13.0,Lalitpur,West
755,22500000,Changathali,3.0,3.0,6,1197.875,13.0,Lalitpur,West
756,16000000,Changunarayan,3.0,3.0,2,1026.75,14.0,Bhaktapur,East
757,18000000,Changunarayan,3.0,3.0,5,1048.140625,13.0,Bhaktapur,South East
758,21000000,Changunarayan,3.5,3.0,8,1090.92,10.0,Bhaktapur,East
759,31000000,Changunarayan,2.5,4.0,5,1304.82,10.0,Kathmandu,North
760,31000000,Changunarayan,2.5,3.0,4,1129.425,10.0,Kathmandu,North
761,25000000,Changunarayan,2.5,2.0,4,3165.81,13.0,Bhaktapur,West
762,30000000,other,2.5,3.0,5,1711.25,14.0,Lalitpur,South West
763,17000000,Chapali,3.0,3.0,8,1471.675,13.0,Kathmandu,West
764,27000000,Chapali,2.5,4.0,5,1540.125,12.0,Kathmandu,South
765,27000000,Chapali,3.5,4.0,6,2383.0,13.0,Kathmandu,East
766,28000000,Chapali,3.0,3.0,5,1129.425,13.0,Kathmandu,North East
767,29500000,Chapali,3.0,3.0,7,1129.425,13.0,Kathmandu,East
768,31000000,Chapali,2.5,5.0,4,1711.25,13.0,Kathmandu,East
769,33500000,Chapali,2.5,5.0,5,1403.225,15.0,Kathmandu,South West
770,39900000,Chapali,3.0,4.0,5,1540.125,14.0,Kathmandu,North West
771,42000000,Chapali,3.0,6.0,7,3165.8125,13.0,Kathmandu,East
772,61500000,Chapali,2.5,3.0,5,2053.5,13.0,Kathmandu,South
773,61500000,Chapali,2.5,5.0,5,2053.5,13.0,Kathmandu,South
774,20300000,Chapali,2.5,3.0,8,1796.8125,13.0,Kathmandu,West
775,52500000,Chapali,2.5,4.0,5,2053.5,13.0,Kathmandu,West
776,42500000,Chapali,2.5,5.0,6,1711.25,13.0,Kathmandu,West
777,57000000,Chapali,2.5,5.0,5,1882.375,13.0,Kathmandu,West
778,40000000,Chappal Karkhana,2.5,4.0,5,1369.0,13.0,Kathmandu,West
779,48000000,Chappal Karkhana,2.5,5.0,5,1369.0,13.0,Kathmandu,West
780,55600000,Chappal Karkhana,3.0,5.0,6,2053.5,13.0,Kathmandu,West
781,49000000,Chappal Karkhana,2.5,5.0,5,1711.25,13.0,Kathmandu,West
782,27000000,Chappal Karkhana,3.0,4.0,3,1026.75,13.0,Kathmandu,West
783,32000000,Chappal Karkhana,3.0,5.0,4,1026.75,13.0,Kathmandu,South West
784,32000000,Chappal Karkhana,2.5,5.0,4,1026.75,13.0,Kathmandu,South West
785,35000000,Chappal Karkhana,3.5,4.0,4,1026.75,16.0,Kathmandu,South
786,40000000,Chappal Karkhana,3.5,4.0,7,1839.59375,12.0,Kathmandu,North
787,75000000,Chappal Karkhana,2.5,6.0,5,2840.675,13.0,Kathmandu,South
788,35000000,Chappal Karkhana,2.5,4.0,6,1625.6875,13.0,Kathmandu,West
789,31000000,other,2.5,4.0,5,1540.125,12.0,Bhaktapur,West
790,41000000,other,3.5,6.0,6,1437.45,20.0,Bhaktapur,South
791,23500000,other,3.0,3.0,6,1390.39,13.0,Lalitpur,West
792,26000000,other,2.5,2.0,6,1718.095,13.0,Kathmandu,West
793,31000000,other,2.5,3.0,4,1437.45,14.0,Kathmandu,South East
794,35000000,other,2.5,3.0,5,1095.2,13.0,Kathmandu,South
795,23500000,other,3.0,3.0,5,1369.0,13.0,Kathmandu,West
796,33500000,other,3.5,4.0,8,1711.25,12.0,Lalitpur,East
797,33500000,other,3.5,4.0,8,1711.25,12.0,Lalitpur,East
798,26500000,other,3.5,4.0,8,1711.25,13.0,Bhaktapur,East
799,61000000,other,3.0,5.0,5,2053.5,13.0,Kathmandu,West
800,67500000,other,2.5,3.0,4,2310.18,13.0,Kathmandu,West
801,19000000,Chunikhel,3.0,3.0,5,1026.75,13.0,Kathmandu,West
802,16000000,Chunikhel,2.0,1.0,2,1060.975,13.0,Kathmandu,North
805,25000000,Chunikhel,3.5,3.0,7,1026.75,10.0,Kathmandu,South
806,28500000,Chunikhel,2.5,5.0,6,1403.225,13.0,Kathmandu,South
807,30000000,Chunikhel,3.0,5.0,6,1129.425,13.0,Kathmandu,South East
808,22500000,other,3.0,4.0,7,1026.75,13.0,Lalitpur,West
809,36000000,other,2.5,5.0,5,2464.2,20.0,Kathmandu,East
810,25000000,other,2.5,3.0,9,1369.0,13.0,Kathmandu,West
811,29500000,other,3.0,2.0,3,2053.5,18.0,Lalitpur,West
813,21500000,other,2.5,4.0,7,1069.53,12.0,Kathmandu,East
814,25000000,Dallu,3.0,3.0,2,1197.875,13.0,Kathmandu,West
815,50000000,Dallu,3.0,2.0,3,1026.75,13.0,Kathmandu,West
816,29000000,Dallu,3.0,4.0,8,1155.09375,20.0,Kathmandu,West
817,41000000,Dallu,3.0,3.0,6,1026.75,16.0,Kathmandu,South
818,55000000,Dallu,3.0,3.0,7,2481.3125,14.0,Kathmandu,South
819,55000000,Dallu,3.0,3.0,3,1711.25,13.0,Kathmandu,West
820,15000000,other,2.5,3.0,4,1026.75,17.0,Kathmandu,South
821,16000000,other,2.5,3.0,4,1026.75,10.0,Kathmandu,South East
822,32500000,Deuba Chowk,2.5,5.0,5,1403.225,14.0,Kathmandu,South West
823,36000000,Deuba Chowk,2.5,5.0,5,2053.5,16.0,Kathmandu,East
824,36500000,Deuba Chowk,2.5,3.0,3,2395.75,13.0,Kathmandu,East
825,37500000,Deuba Chowk,2.5,3.0,5,1711.25,13.0,Kathmandu,South
826,43500000,Deuba Chowk,3.0,4.0,6,2053.5,13.0,Kathmandu,North
827,45000000,Deuba Chowk,2.5,4.0,5,1471.675,13.0,Kathmandu,South
828,47000000,Deuba Chowk,2.5,5.0,4,2053.5,15.0,Kathmandu,South
829,49500000,Deuba Chowk,2.5,5.0,8,2738.0,13.0,Kathmandu,East
830,52500000,Deuba Chowk,3.0,4.0,8,2738.0,12.0,Kathmandu,East
831,55000000,Deuba Chowk,2.5,4.0,8,2738.0,12.0,Kathmandu,East
832,50000000,other,3.0,3.0,5,1540.125,13.0,Kathmandu,West
833,22000000,other,2.5,3.0,5,1060.975,12.0,Kathmandu,East
835,22000000,other,2.5,3.0,5,1540.125,13.0,Lalitpur,West
836,55000000,Dhapakhel,3.0,3.0,4,2121.95,13.0,Lalitpur,West
837,40000000,Dhapakhel,3.0,4.0,7,1642.8,13.0,Lalitpur,West
838,31700000,Dhapakhel,3.0,3.0,4,1369.0,13.0,Lalitpur,West
839,22500000,Dhapakhel,2.5,3.0,5,1060.975,13.0,Lalitpur,West
840,36000000,Dhapakhel,3.0,2.0,5,1369.0,13.0,Lalitpur,West
844,19800000,Dhapakhel,2.5,3.0,4,1026.75,20.0,Lalitpur,South
845,25000000,Dhapakhel,2.5,3.0,4,1197.87,12.0,Lalitpur,North East
846,25000000,Dhapakhel,3.0,3.0,4,1625.6875,13.0,Lalitpur,South
847,25000000,Dhapakhel,2.5,2.0,7,1711.25,18.0,Kathmandu,South East
848,26000000,Dhapakhel,2.5,4.0,5,1437.45,18.0,Lalitpur,East
849,27000000,Dhapakhel,2.5,4.0,6,1129.425,13.0,Lalitpur,East
850,27000000,Dhapakhel,2.5,4.0,5,1026.75,20.0,Lalitpur,North East
851,28000000,Dhapakhel,3.0,3.0,6,1711.25,13.0,Lalitpur,East
852,29000000,Dhapakhel,2.5,3.0,3,1095.2,13.5,Lalitpur,South East
853,42000000,Dhapakhel,2.0,3.0,4,2806.45,13.0,Lalitpur,North East
854,26500000,Dhapakhel,2.5,4.0,5,1540.125,13.0,Lalitpur,West
855,45000000,Dhapakhel,2.5,3.0,9,2738.0,13.0,Lalitpur,West
856,31000000,Dhapakhel,3.0,3.0,7,1903.76,13.0,Lalitpur,West
857,28000000,Dhapakhel,3.0,3.0,5,1796.81,13.0,Lalitpur,West
858,38500000,Dhapakhel,3.0,4.0,6,2053.5,13.0,Lalitpur,West
860,23000000,Dhapakhel,3.0,3.0,5,1026.75,13.0,Lalitpur,West
861,21900000,Dhapakhel,3.0,4.0,5,1454.5625,13.0,Lalitpur,West
862,29500000,Dhapakhel,3.0,3.0,5,1369.0,13.0,Lalitpur,West
864,50000000,Dhapakhel,3.0,5.0,9,3080.25,13.0,Lalitpur,West
865,23500000,Dhapakhel,3.0,3.0,7,1540.125,13.0,Lalitpur,West
866,27500000,Dhapakhel,3.0,5.0,4,1369.0,13.0,Lalitpur,West
867,25500000,Dhapakhel,3.0,3.0,4,1129.425,13.0,Lalitpur,West
868,55000000,Dhapakhel,2.5,2.0,5,2224.625,13.0,Lalitpur,West
869,35000000,Dhapasi,3.0,3.0,5,2121.95,13.0,Kathmandu,West
870,29000000,Dhapasi,3.0,3.0,4,1026.75,13.0,Kathmandu,West
871,37500000,Dhapasi,2.5,4.0,7,1711.25,13.0,Kathmandu,West
872,28000000,Dhapasi,2.5,3.0,5,1540.125,13.0,Kathmandu,West
873,17000000,Dhapasi,3.0,3.0,4,1112.3125,13.0,Kathmandu,East
874,19500000,Dhapasi,2.5,3.0,5,1026.75,12.0,Kathmandu,East
875,21000000,Dhapasi,2.5,3.0,5,1060.975,12.0,Kathmandu,East
876,21000000,Dhapasi,2.0,3.0,5,1026.75,13.0,Kathmandu,West
877,23000000,Dhapasi,3.0,3.0,4,1112.3125,13.0,Kathmandu,North East
878,25500000,Dhapasi,3.0,6.0,5,1454.5625,13.0,Kathmandu,East
879,26000000,Dhapasi,3.0,3.0,4,2139.0625,15.0,Kathmandu,West
880,27000000,Dhapasi,2.5,3.0,5,1026.75,13.0,Kathmandu,North
881,28500000,Dhapasi,2.5,4.0,4,1095.2,16.0,Kathmandu,East
882,29000000,Dhapasi,2.5,3.0,4,1095.2,14.0,Kathmandu,North
883,29500000,Dhapasi,2.5,3.0,3,1369.0,13.0,Kathmandu,South
884,29500000,Dhapasi,2.5,4.0,5,1369.0,13.0,Kathmandu,East
885,29500000,Dhapasi,2.5,3.0,5,1026.75,13.0,Kathmandu,West
886,31000000,Dhapasi,2.5,3.0,5,1129.425,13.0,Kathmandu,South West
887,32000000,Dhapasi,2.5,6.0,6,1711.25,13.0,Kathmandu,East
888,32000000,Dhapasi,2.5,5.0,6,1711.25,13.0,Kathmandu,East
889,32500000,Dhapasi,2.5,1.0,5,2053.5,10.0,Kathmandu,East
890,32500000,Dhapasi,2.5,5.0,5,1711.25,13.0,Kathmandu,East
891,33500000,Dhapasi,3.0,4.0,4,1711.25,20.0,Kathmandu,North East
892,35000000,Dhapasi,2.0,4.0,4,1711.25,15.0,Kathmandu,East
893,36000000,Dhapasi,3.5,7.0,7,1403.225,16.0,Kathmandu,South East
894,37500000,Dhapasi,3.0,4.0,6,1369.0,13.0,Kathmandu,East
895,39000000,Dhapasi,2.5,4.0,7,2395.75,12.0,Kathmandu,East
896,40000000,Dhapasi,3.0,4.0,8,2994.6875,12.0,Kathmandu,South
897,41000000,Dhapasi,3.0,4.0,5,1369.0,20.0,Kathmandu,South East
898,42500000,Dhapasi,2.5,5.0,6,1711.25,18.0,Kathmandu,South
899,44000000,Dhapasi,2.5,4.0,5,2395.75,13.0,Kathmandu,North East
900,45000000,Dhapasi,3.0,6.0,6,2738.0,20.0,Kathmandu,South West
901,47000000,Dhapasi,2.5,2.0,6,3080.25,12.0,Kathmandu,East
902,47500000,Dhapasi,2.5,4.0,3,2087.725,15.0,Kathmandu,South East
903,50000000,Dhapasi,2.5,4.0,4,2395.75,10.0,Kathmandu,South
904,51000000,Dhapasi,2.5,2.0,4,2053.5,20.0,Kathmandu,East
905,58000000,Dhapasi,3.5,5.0,5,3114.475,17.5,Kathmandu,South
906,65000000,Dhapasi,3.0,6.0,6,2738.0,20.0,Kathmandu,West
907,58000000,Dhapasi,2.5,3.0,4,3422.5,13.0,Kathmandu,West
908,35000000,Dhapasi,3.0,4.0,5,1711.25,13.0,Kathmandu,West
909,26500000,Dhapasi,3.0,5.0,6,1197.875,13.0,Kathmandu,West
910,34000000,Dhapasi,3.0,4.0,6,1283.4375,13.0,Kathmandu,West
911,32500000,Dhapasi,3.0,3.0,3,1369.0,13.0,Kathmandu,West
912,44000000,Dhapasi,3.0,4.0,7,1711.25,13.0,Kathmandu,West
913,37500000,Dhapasi,3.0,3.0,5,2395.75,13.0,Kathmandu,West
914,47500000,Dhapasi,3.0,5.0,4,2395.75,13.0,Kathmandu,West
915,47500000,Dhapasi,2.5,5.0,5,2395.75,13.0,Kathmandu,West
916,33000000,Dhapasi,2.5,3.0,5,1155.09,13.0,Kathmandu,West
917,25500000,Dhapasi,2.5,5.0,6,1095.2,13.0,Kathmandu,West
918,21000000,other,2.0,2.0,4,1369.0,20.0,Kathmandu,North
919,18000000,other,3.0,3.0,6,1026.75,13.0,Kathmandu,West
921,75000000,other,3.0,4.0,5,3080.25,13.0,Lalitpur,West
922,27500000,other,2.5,4.0,4,1369.0,20.0,Lalitpur,West
923,29900000,other,2.5,3.0,6,1796.8125,20.0,Lalitpur,East
924,33000000,other,2.5,4.0,5,1369.0,13.5,Lalitpur,West
925,70000000,Dhumbarahi,3.0,2.0,4,2823.5625,13.0,Kathmandu,West
926,55000000,Dhumbarahi,2.5,5.0,7,3422.5,13.0,Kathmandu,West
927,30000000,Dhumbarahi,2.5,3.0,5,1369.0,13.0,Kathmandu,West
928,42000000,Dhumbarahi,2.5,3.0,5,1369.0,13.0,Kathmandu,West
929,65000000,Dhumbarahi,2.5,3.0,5,2053.5,13.0,Kathmandu,West
930,35000000,Dhumbarahi,3.0,4.0,5,1369.0,13.0,Kathmandu,West
931,52500000,Dhumbarahi,2.5,2.0,3,1711.25,13.0,Kathmandu,West
932,38000000,Dhumbarahi,2.5,3.0,3,1369.0,10.0,Kathmandu,East
933,45000000,Dhumbarahi,3.5,5.0,8,2395.75,12.0,Kathmandu,East
934,55000000,Dhumbarahi,3.5,7.0,8,1779.7,13.0,Kathmandu,North West
935,56000000,Dhumbarahi,3.5,6.0,7,2429.975,10.0,Kathmandu,South
936,57000000,Dhumbarahi,3.5,8.0,8,2429.975,10.0,Kathmandu,East
937,60000000,Dhumbarahi,3.0,5.0,8,2738.0,12.0,Kathmandu,East
938,62000000,Dhumbarahi,3.0,7.0,7,2738.0,13.0,Kathmandu,East
939,65000000,Dhumbarahi,2.5,4.0,5,2053.5,20.0,Kathmandu,South East
940,65000000,Dhumbarahi,3.0,4.0,5,2053.5,20.0,Kathmandu,East
941,67500000,Dhumbarahi,2.0,6.0,9,2738.0,11.5,Kathmandu,South East
942,36000000,Dhumbarahi,2.5,3.0,3,1369.0,13.0,Kathmandu,West
943,37500000,Dhumbarahi,2.0,2.0,3,1711.25,13.0,Kathmandu,West
944,28500000,Dhumbarahi,3.0,3.0,4,1095.2,13.0,Kathmandu,West
946,32500000,Dhungedhara,3.0,3.0,6,1026.75,13.0,Kathmandu,West
947,28500000,Dhungedhara,2.5,3.0,5,1369.0,13.0,Kathmandu,West
948,24000000,Dhungedhara,3.0,5.0,5,1026.75,14.0,Kathmandu,East
949,27500000,Dhungedhara,2.5,6.0,5,1369.0,13.0,Kathmandu,South
950,33000000,Dhungedhara,3.0,4.0,5,1026.75,13.0,Kathmandu,West
951,57500000,other,2.5,4.0,4,1026.75,13.0,Kathmandu,West
952,14500000,other,3.0,3.0,6,1369.0,10.0,Bhaktapur,North
953,21500000,other,2.5,3.0,5,1129.425,13.0,Bhaktapur,West
954,27000000,other,3.0,2.0,4,2224.625,13.0,Bhaktapur,West
955,40000000,other,2.5,3.0,5,1540.12,13.0,Lalitpur,West
956,42000000,other,2.5,4.0,3,2053.5,13.0,Lalitpur,West
958,29900000,Ekatabasti,3.0,7.0,7,1369.0,13.0,Kathmandu,South East
959,29900000,Ekatabasti,3.0,5.0,7,1369.0,13.0,Kathmandu,South West
960,31000000,Ekatabasti,2.5,4.0,6,1026.75,13.0,Kathmandu,East
961,36000000,Ekatabasti,3.0,5.0,5,2139.0625,13.0,Kathmandu,East
962,70000000,other,2.0,5.0,6,2156.175,11.0,Kathmandu,South
963,22000000,other,2.5,3.0,5,1129.425,13.0,Kathmandu,South East
964,35000000,other,3.0,3.0,6,1369.0,13.0,Kathmandu,West
965,55000000,other,3.0,5.0,4,1711.25,14.0,Kathmandu,East
966,24500000,other,2.5,4.0,6,1283.43,14.0,Kathmandu,South West
967,27500000,other,2.5,4.0,7,1711.25,13.0,Kathmandu,East
968,26000000,Ganesh Chowk,2.5,4.0,6,1369.0,14.0,Kathmandu,East
969,32000000,Ganesh Chowk,2.5,5.0,5,1437.45,15.0,Kathmandu,South West
970,32500000,Ganesh Chowk,2.5,5.0,5,1197.875,14.0,Kathmandu,South West
971,35000000,Ganesh Chowk,2.5,5.0,5,1711.25,13.0,Kathmandu,South
972,35000000,Ganesh Chowk,2.5,4.0,5,1369.0,13.0,Kathmandu,East
973,45000000,Ganesh Chowk,2.5,4.0,5,1779.7,13.0,Kathmandu,South West
974,58000000,Ganesh Chowk,3.5,3.0,8,2053.5,20.0,Kathmandu,North
975,62000000,Ganesh Chowk,2.5,5.0,6,2087.725,15.0,Kathmandu,South
976,30000000,other,3.5,5.0,5,1369.0,13.0,Bhaktapur,West
977,37500000,other,3.5,6.0,9,2053.5,13.0,Bhaktapur,North
978,39000000,other,3.0,4.0,7,1882.37,13.0,Bhaktapur,West
979,25000000,other,3.0,3.0,8,1026.75,12.0,Kathmandu,East
980,25000000,other,2.5,4.0,9,1283.4375,13.0,Kathmandu,West
981,32500000,other,3.5,3.0,6,1095.2,18.0,Kathmandu,East
982,70000000,other,2.5,5.0,3,2053.5,13.0,Kathmandu,West
983,16500000,Godawari,3.0,3.0,6,2395.75,13.0,Lalitpur,West
984,12500000,Godawari,2.0,1.0,3,1711.25,16.0,Lalitpur,West
985,17500000,Godawari,2.0,3.0,6,1060.975,11.0,Lalitpur,West
986,17500000,Godawari,3.0,4.0,7,1369.0,20.0,Lalitpur,East
987,21000000,Godawari,2.0,3.0,6,1540.125,18.0,Lalitpur,South East
988,55000000,Godawari,2.5,4.0,4,2144.897812,16.0,Lalitpur,North
989,25000000,Godawari,2.5,4.0,2,1754.03,13.0,Lalitpur,West
990,23000000,other,3.0,3.0,7,1197.875,13.0,Kathmandu,West
991,13500000,other,2.0,2.0,4,1369.0,15.0,Kathmandu,East
992,45000000,other,3.0,4.0,7,2951.9,13.0,Kathmandu,West
993,22000000,other,2.5,3.0,2,1026.75,13.0,Kathmandu,West
994,16500000,Goldhunga,2.5,3.0,6,1026.75,10.0,Kathmandu,South East
995,17000000,Goldhunga,2.5,3.0,5,1129.425,10.0,Kathmandu,South
996,17800000,Goldhunga,3.0,3.0,9,1197.875,13.0,Kathmandu,East
997,19500000,Goldhunga,2.5,5.0,4,1369.0,10.0,Kathmandu,North East
998,20000000,Goldhunga,2.5,3.0,6,1403.225,10.0,Kathmandu,West
999,20500000,Goldhunga,2.5,3.0,4,1026.75,16.0,Kathmandu,East
1000,29500000,Goldhunga,3.5,4.0,8,1500.0,10.0,Kathmandu,West
1001,29900000,Goldhunga,3.5,4.0,8,1540.125,10.0,Kathmandu,West
1002,29900000,Goldhunga,3.5,4.0,8,1711.475,10.0,Kathmandu,West
1003,32000000,Goldhunga,2.5,4.0,4,1369.0,20.0,Kathmandu,North
1004,58000000,Golfutar,3.0,4.0,5,1711.25,13.0,Kathmandu,West
1005,45500000,Golfutar,2.5,3.0,5,1625.68,13.0,Kathmandu,West
1006,36500000,Golfutar,2.5,3.0,5,1711.25,13.0,Kathmandu,West
1007,18000000,Golfutar,3.0,4.0,6,1026.75,13.0,Kathmandu,East
1008,19700000,Golfutar,3.5,4.0,4,1026.75,15.0,Kathmandu,North East
1009,22000000,Golfutar,2.5,3.0,6,1197.87,13.0,Kathmandu,North East
1010,22500000,Golfutar,3.0,3.0,6,1060.975,13.0,Kathmandu,North East
1011,27500000,Golfutar,2.5,3.0,3,1060.975,16.0,Kathmandu,South West
1012,28500000,Golfutar,2.5,4.0,5,1475.95,14.0,Kathmandu,East
1013,29000000,Golfutar,2.5,3.0,5,1369.0,15.0,Kathmandu,South West
1014,29000000,Golfutar,2.5,5.0,5,1095.2,16.0,Kathmandu,West
1015,29500000,Golfutar,2.5,3.0,4,1369.0,16.0,Kathmandu,South
1016,31500000,Golfutar,2.5,5.0,5,1095.2,20.0,Kathmandu,North East
1017,32500000,Golfutar,2.5,2.0,4,1369.0,13.0,Kathmandu,East
1018,32500000,Golfutar,2.5,4.0,5,1369.0,16.0,Kathmandu,East
1019,35000000,Golfutar,2.0,4.0,4,2395.75,15.0,Kathmandu,East
1020,35000000,Golfutar,2.0,4.0,4,2395.75,20.0,Kathmandu,East
1021,36500000,Golfutar,2.5,3.0,5,1369.0,20.0,Kathmandu,East
1022,37000000,Golfutar,3.0,6.0,5,1369.0,20.0,Kathmandu,South
1023,37000000,Golfutar,3.0,5.0,5,1369.0,20.0,Kathmandu,South
1024,40000000,Golfutar,3.0,5.0,4,2139.0625,13.0,Kathmandu,North
1025,43000000,Golfutar,2.5,5.0,5,1779.7,15.12944333,Kathmandu,East
1026,43000000,Golfutar,3.0,4.0,4,2139.0625,20.0,Kathmandu,South East
1027,43500000,Golfutar,2.5,3.0,3,1437.45,16.0,Kathmandu,West
1028,44500000,Golfutar,2.5,5.0,5,1711.25,15.0,Kathmandu,West
1029,45000000,Golfutar,3.0,6.0,6,2053.5,15.0,Kathmandu,East
1030,45000000,Golfutar,3.0,7.0,6,2053.5,15.0,Kathmandu,East
1031,47500000,Golfutar,3.0,5.0,4,3080.25,15.0,Kathmandu,East
1032,47500000,Golfutar,2.0,4.0,5,3080.25,16.0,Kathmandu,South East
1033,50500000,Golfutar,2.5,5.0,5,2738.0,13.0,Kathmandu,East
1034,54900000,Golfutar,2.0,5.0,5,2395.75,13.0,Kathmandu,North East
1035,55000000,Golfutar,2.0,4.0,4,3080.25,20.0,Kathmandu,South East
1036,65000000,Golfutar,2.5,4.0,5,2087.725,14.0,Kathmandu,South
1037,35500000,Golfutar,2.5,2.0,4,1540.125,13.0,Kathmandu,West
1038,67500000,Golfutar,3.0,4.0,5,2224.625,13.0,Kathmandu,West
1039,75000000,Golfutar,3.0,4.0,4,3422.5,13.0,Kathmandu,West
1040,49999999,Golfutar,3.0,5.0,5,2395.75,13.0,Kathmandu,West
1041,43500000,Golfutar,3.5,3.0,3,1540.125,13.0,Kathmandu,West
1042,49000000,Golfutar,3.5,4.0,4,2395.75,13.0,Kathmandu,West
1043,35000000,Golfutar,2.5,4.0,9,2053.5,13.0,Kathmandu,West
1044,56000000,Golfutar,2.5,3.0,5,2053.5,13.0,Kathmandu,West
1045,72500000,Golfutar,2.5,4.0,5,3422.5,13.0,Kathmandu,West
1046,41000000,other,3.0,2.0,5,1197.875,13.0,Kathmandu,West
1047,24000000,Gongabu,3.0,3.0,6,1026.75,13.0,Kathmandu,West
1048,23000000,Gongabu,2.5,4.0,6,1369.0,13.0,Kathmandu,West
1049,35000000,Gongabu,2.5,3.0,5,1060.975,13.0,Kathmandu,West
1050,22500000,Gongabu,3.5,3.0,6,1437.45,10.0,Kathmandu,East
1051,23750000,Gongabu,3.5,5.0,6,1069.53,12.0,Kathmandu,East
1052,26000000,Gongabu,2.5,3.0,4,1197.875,13.0,Kathmandu,North
1054,35000000,Gongabu,3.5,3.0,5,1369.0,12.0,Kathmandu,South
1055,35000000,Gongabu,3.5,5.0,8,1411.78,12.0,Kathmandu,South
1056,37000000,Gongabu,2.0,2.0,4,1711.25,10.0,Kathmandu,West
1057,37000000,Gongabu,3.5,4.0,8,1711.25,13.0,Kathmandu,North East
1058,37000000,Gongabu,2.0,2.0,4,1711.25,10.0,Kathmandu,West
1059,37500000,Gongabu,3.5,3.0,8,1060.975,10.0,Kathmandu,West
1060,29000000,Gothatar,2.5,3.0,5,1437.45,13.0,Kathmandu,West
1062,15800000,Gothatar,2.0,1.0,2,1112.3125,13.0,Kathmandu,East
1063,17000000,Gothatar,2.5,3.0,6,1369.0,10.0,Kathmandu,North
1064,17500000,Gothatar,2.5,3.0,4,1026.75,13.0,Kathmandu,East
1065,18500000,Gothatar,2.5,3.0,3,1026.75,14.0,Kathmandu,East
1066,21000000,Gothatar,2.5,3.0,5,1026.75,10.0,Kathmandu,South
