Price,Address,Floor,Bathroom,Bedroom,Land,Road,Face
22000000,Gwarko,3,4,6,941.1875,13,West
26500000,Gwarko,2.5,4,4,1026.75,13,West
25000000,Gwarko,2.5,2,6,718.725,13,West
24000000,Gwarko,2.5,2,3,1026.75,13,West
17000000,Chapali,3,3,8,1471.675,13,West
27000000,Chapali,2.5,4,5,1540.125,12,South
27000000,Chapali,3.5,4,6,2383,13,East
28000000,Chapali,3,3,5,1129.425,13,North East
29500000,Chapali,3,3,7,1129.425,13,East
31000000,Chapali,2.5,5,4,1711.25,13,East
33500000,Chapali,2.5,5,5,1403.225,15,South West
39900000,Chapali,3,4,5,1540.125,14,North West
42000000,Chapali,3,6,7,3165.8125,13,East
61500000,Chapali,2.5,3,5,2053.5,13,South
61500000,Chapali,2.5,5,5,2053.5,13,South
20300000,Chapali,2.5,3,8,1796.8125,13,West
52500000,Chapali,2.5,4,5,2053.5,13,West
42500000,Chapali,2.5,5,6,1711.25,13,West
57000000,Chapali,2.5,5,5,1882.375,13,West
21000000,Balkhu,3,3,3,927.4975,13,West
36500000,Balkhu,3,3,6,1369,13,West
29200000,Balkhu,3,4,4,1026.75,13,West
22300000,Balkhu,2.5,3,3,1026.75,16,North
22350000,Balkhu,2.5,3,3,1026.75,16,North
23000000,Balkhu,3,2,3,1796.8125,20,East
24900000,Balkhu,2.5,3,3,787.175,20,North
42500000,Balkhu,3,3,8,2053.5,12.5,South West
45000000,Balkhu,2.5,3,4,2652.4375,16,East
49500000,Balkhu,3,7,7,3080.25,10,South
72000000,Balkhu,2.5,5,7,2738,20,West
72500000,Balkhu,3,5,6,2738,20,South
24900000,Balkhu,3,3,3,971.5538,13,West
26300000,Balkhu,3,3,3,965.9924,13,West
24800000,Balkhu,3,3,3,975.404,13,West
42500000,Kalanki,3,3,3,2053.5,13,West
27000000,Kalanki,3,4,5,1197.875,13,West
45000000,Kalanki,2.5,4,4,2738,13,West
33000000,Kalanki,2.5,4,5,1369,13,West
19000000,Kalanki,2.5,4,6,1523.0125,13,West
27500000,Kalanki,2.5,4,5,1437.45,13,West
12000000,Kalanki,2.5,5,6,1882.37,16,North
17000000,Kalanki,2.5,3,4,1369,10,North West
23000000,Kalanki,2.5,3,5,1026.75,10,South
25500000,Kalanki,2,4,5,1437.45,20,North East
27500000,Kalanki,3.5,4,7,1711.25,15.12944333,West
29000000,Kalanki,2.5,4,5,1403.225,10,South
33000000,Kalanki,2.5,3,5,1925.15,13,North
38000000,Kalanki,3,4,7,2139.0625,14,East
38500000,Kalanki,3,5,4,1437.45,13,North
45000000,Kalanki,3,4,6,1347.609375,12,North East
25000000,Harisiddhi,3,3,4,1026.75,13,West
19000000,Harisiddhi,3,3,8,1026.75,13,West
18000000,Harisiddhi,3,3,3,1090.921875,18,South East
20000000,Harisiddhi,3,3,3,1090.921875,18,South East
22000000,Harisiddhi,3,3,5,1197.875,13,South
22000000,Harisiddhi,2.5,5,5,1369,20,East
23500000,Harisiddhi,2.5,3,5,1095.2,20,South
24000000,Harisiddhi,2.5,5,3,1155.09375,20,North West
26000000,Harisiddhi,2.5,3,5,1095.2,13,East
27000000,Harisiddhi,2.5,3,3,1411.78125,20,North
27000000,Harisiddhi,2.5,4,4,1026.75,20,West
35000000,Harisiddhi,2.5,4,7,2053.5,16.5,North
40000000,Harisiddhi,2.5,5,8,2738,12,East
15000000,Harisiddhi,3,2,1,1026.75,13,West
22500000,Harisiddhi,2.5,3,4,1026.75,13,West
25500000,Harisiddhi,2.5,3,3,1240.65,13,West
25000000,Sunakothi,3,2,3,941.18,13,West
22500000,Sunakothi,3,2,3,1026.75,13,West
40000000,Sunakothi,3,4,4,1711.25,13,West
25000000,Sunakothi,3,2,3,1026.75,13,West
21000000,Sunakothi,2.5,3,4,1283.43,13,West
79000000,Sunakothi,2.5,5,5,3422.5,13,West
18000000,Sunakothi,3,3,5,1369,13,West
22500000,Sunakothi,2.5,3,3,1711.25,13,South East
35000000,Sunakothi,2.5,3,3,2053.5,13,South East
35000000,Sunakothi,2,3,3,1369,18,East
35000000,Sunakothi,2.5,4,5,1403.225,20,East
36000000,Sunakothi,2.5,3,3,2053.5,20,West
37500000,Sunakothi,2.5,4,3,1711.25,20,North East
42500000,Sunakothi,2.5,3,3,2053.5,15,East
42500000,Sunakothi,2.5,3,3,2053.5,20,South East
32500000,Sunakothi,3,3,3,1369,13,West
37500000,Sunakothi,3,3,3,1505.9,13,West
17000000,Mulpani,3,2,5,855.625,13,West
18000000,Mulpani,3,4,5,1026.75,13,West
16000000,Mulpani,3.5,3,4,1026.75,13,West
12500000,Mulpani,2.5,3,4,1497,10,South East
16000000,Mulpani,3.5,3,4,1000,10,East
16500000,Mulpani,3,3,5,1026.75,10,North
20000000,Mulpani,2.5,3,6,1369,10,North
21000000,Mulpani,2,3,4,1369,20,East
24500000,Mulpani,2.5,3,6,1369,10,East
24500000,Mulpani,2.5,3,5,1026.75,15,East
28000000,Mulpani,2.5,4,5,1754.03125,20,North
30000000,Mulpani,2.5,3,6,1711.25,20,North
31500000,Mulpani,2.5,4,5,1369,20,North
45000000,Mulpani,2.5,5,4,1540.12,20,South East
49800000,Mulpani,3,6,5,2738,20,East
28000000,Mulpani,3,3,4,1060.975,13,West
15000000,Mulpani,3,3,5,1026.75,13,West
18000000,Chandragiri,3,3,4,684.5,13,West
16000000,Chandragiri,2.5,3,6,1026.75,13,West
13500000,Chandragiri,2.5,3,7,1026.75,13,West
15000000,Chandragiri,2.5,3,3,1369,13,West
22000000,Chandragiri,3.5,3,6,1197.875,13,West
30500000,Chandragiri,3.5,4,5,1369,13,West
26000000,Chandragiri,3,5,6,1369,13,West
20500000,Chandragiri,3,3,4,1060.975,13,West
23000000,Chandragiri,2.5,4,4,1540.125,13,West
25000000,Chandragiri,2.5,3,5,1369,13,West
12900000,Chandragiri,3,3,4,855.625,13,South
16000000,Chandragiri,2,2,2,1369,10,South East
17000000,Chandragiri,2.5,3,6,1095.2,10,South East
17000000,Chandragiri,3,3,6,1026.75,16,East
22000000,Chandragiri,3,3,6,1711.25,10,East
26700000,Chandragiri,2.5,1,6,1711.25,20,West
29500000,Chandragiri,2,4,7,1454.5625,14,West
16500000,Baniyatar,3,3,6,1112.3125,10,South
19000000,Baniyatar,2.5,3,4,983.96875,14,North
22000000,Baniyatar,3,3,8,1369,16,North West
23500000,Baniyatar,3,5,7,1129.425,13,East
23500000,Baniyatar,2.5,4,5,1411.78,14,South
23750000,Baniyatar,3,5,6,1197.875,12,North West
24000000,Baniyatar,3,6,6,1454.5625,15,North East
25000000,Baniyatar,3,5,7,1711.25,11,South
27000000,Baniyatar,2.5,3,7,1129.425,13,South West
28500000,Baniyatar,3.5,3,6,1711.25,10,South East
29000000,Baniyatar,3,5,6,1369,20,East
35000000,Baniyatar,3,5,8,1540.125,20,East
19300000,Baniyatar,2.5,3,6,1197.875,13,West
17500000,Baniyatar,3,3,4,1026.75,13,West
28000000,Baniyatar,2.5,3,5,855.625,13,West
28000000,Baniyatar,2.5,3,7,1197.875,13,West
25000000,Baniyatar,2.5,4,5,1060.975,13,West
14000000,Nagarjun,2.5,3,5,855.625,13,West
39500000,Nagarjun,3,4,6,1411.78,13,West
30500000,Nagarjun,3,4,4,1369,13,West
26500000,Nagarjun,3,4,6,1604.29,13,West
21000000,Nagarjun,3,4,5,1026.75,13,West
15500000,Nagarjun,2.5,2,6,1026.75,13,West
25000000,Nagarjun,2.5,3,4,1369,13,West
23500000,Nagarjun,3,3,3,684.5,13,West
26500000,Nagarjun,2.5,3,4,1026.75,13,West
85000000,Nagarjun,2.5,5,5,2738,13,West
31000000,Nagarjun,2.5,3,5,1540.125,13,West
37000000,Nagarjun,3,4,4,1369,13,West
17500000,Nagarjun,3,4,5,3165.8125,15,North
18500000,Nagarjun,2.5,3,5,855.625,13,North East
22000000,Nagarjun,2.5,4,7,1240.65625,10,South
25000000,Nagarjun,2.5,3,4,1060.975,16,North East
30000000,Nagarjun,2.5,3,4,1197.875,16,East
31500000,Nagarjun,2,2,5,1711.25,13,South East
29000000,Gothatar,2.5,3,5,1437.45,13,West
12500000,Gothatar,2,2,4,898.4,13,East
15800000,Gothatar,2,1,2,1112.3125,13,East
17000000,Gothatar,2.5,3,6,1369,10,North
17500000,Gothatar,2.5,3,4,1026.75,13,East
18500000,Gothatar,2.5,3,3,1026.75,14,East
21000000,Gothatar,2.5,3,5,1026.75,10,South
23000000,Gothatar,3,5,6,1390.39,16,East
24000000,Gothatar,2.5,3,6,1069.53125,13,East
38000000,Gothatar,2.5,5,8,1369,10,East
40000000,Gothatar,2.5,3,4,2053.5,20,South West
56000000,Gothatar,3.5,6,7,2395.75,14,West
35000000,Gothatar,3,4,7,1711.25,13,West
45000000,Gothatar,2.5,3,6,2258.85,13,West
40000000,Gothatar,3,3,4,2296.4975,13,West
26000000,Gothatar,3,3,7,1369,13,West
28000000,Gothatar,2.5,4,7,1197.875,13,West
38000000,Gothatar,2.5,5,8,1369,13,West
29000000,Bansbari,2.5,4,6,1390.39,10,West
36000000,Bansbari,3,5,6,2053.5,10,South East
36000000,Bansbari,3,6,6,2053.5,10,South East
45000000,Bansbari,2.5,5,6,2738,16,West
45000000,Bansbari,3,5,6,2738,16,North West
45000000,Bansbari,2,4,6,2738,20,East
47500000,Bansbari,2,5,4,2738,16,East
50000000,Bansbari,2.5,4,4,2395.75,13,South
51000000,Bansbari,2.5,5,5,1437.45,12,South
52000000,Bansbari,2.5,5,4,1471.675,12,South
52000000,Bansbari,2.5,3,6,2464.2,20,West
55000000,Bansbari,2.5,5,6,2121.95,13,South East
62500000,Bansbari,2,3,4,3148.7,13,South
67500000,Bansbari,2.5,2,6,2395.75,13,West
50000000,Bansbari,2.5,3,4,1711.25,13,West
52500000,Bansbari,2.5,5,5,2053.5,13,West
47500000,Bansbari,2.5,4,5,1711.25,13,West
28000000,Bansbari,3,4,2,1711.25,13,South
50000000,Thaiba,3,3,4,1882.375,13,West
10000000,Thaiba,2.5,2,3,1369,13,West
24500000,Thaiba,3,3,6,1369,13,West
17000000,Thaiba,3,3,4,1069.53125,20,North
18000000,Thaiba,2.5,3,4,1129.425,20,South
19000000,Thaiba,3,4,4,1390.390625,13,East
19000000,Thaiba,2.5,4,4,1454.56,13,East
19000000,Thaiba,2.5,2,3,1026.75,20,South
20000000,Thaiba,3,2,3,1026.75,20,South
24000000,Thaiba,2.5,3,4,1095.2,13,East
28500000,Thaiba,3,5,4,1369,20,South
48500000,Thaiba,2.5,4,4,2053.5,20,North East
50000000,Thaiba,2.5,3,4,1779.7,20,South West
50000000,Thaiba,2.5,3,3,2053.5,20,South
26500000,Thaiba,2.5,2,3,1369,13,West
22500000,Thaiba,3,3,3,941.1875,13,West
22500000,Thaiba,3,3,3,684.5,13,West
15000000,Thaiba,2.5,3,3,684.5,13,West
20500000,Thaiba,2.5,3,5,1437.45,13,West
22000000,Kusunti,2.5,2,4,1475.95,13,West
38500000,Kusunti,3,4,7,2139.06,13,West
45000000,Kusunti,3,4,4,1540.125,13,West
57000000,Kusunti,2.5,5,8,2053.5,13,West
39000000,Kusunti,2.5,5,7,1711.25,13,West
39000000,Kusunti,3,4,4,522,13,West
39500000,Kusunti,3,4,5,1711.25,13,West
46000000,Kusunti,2.5,5,7,1369,13,West
23000000,Kusunti,2.5,3,4,1026.75,13,East
23500000,Kusunti,2.5,4,4,1060.975,15,North West
24000000,Kusunti,2.5,4,5,1095.2,13,South
26500000,Kusunti,2.5,3,4,1026.75,15,East
27000000,Kusunti,2.5,3,5,1369,15,South
31000000,Kusunti,2.5,4,4,1471.675,20,South East
38500000,Kusunti,3,4,4,1925.15625,13,North West
39500000,Kusunti,2.5,4,4,1779.7,13,East
40000000,Kusunti,2.5,4,4,1437.45,11,West
40500000,Kusunti,2,3,4,1882.375,13,North East
42500000,Kusunti,2.5,4,4,1779.7,15,South West
52500000,Sanepa,2.5,3,1,1454.56,13,West
85000000,Sanepa,2.5,3,5,2738,13,West
28000000,Sanepa,3,2,8,1266.325,13,West
67000000,Sanepa,3,4,7,2053.5,13,West
55000000,Sanepa,2.5,4,1,1711.25,13,West
30000000,Sanepa,2.5,5,6,1411.78,12,East
30000000,Sanepa,3,4,4,1369,13,North
30000000,Sanepa,2.5,3,4,1095.2,20,East
32500000,Sanepa,3,4,6,1540.125,12,East
35000000,Sanepa,3,2,3,855.625,13,South East
41000000,Sanepa,2.5,5,6,1026.75,10,South East
45000000,Sanepa,2.5,4,5,1711.25,10,South East
63500000,Sanepa,2.5,6,5,1711.25,13,North East
63500000,Sanepa,2.5,5,5,2700,14,North West
65000000,Sanepa,2.5,5,6,1711.25,16,North East
68000000,Sanepa,2.5,6,6,2738,10,South East
75000000,Sanepa,2,2,5,3080.25,20,South
77000000,Sanepa,2.5,4,6,3080.25,13,East
77500000,Sanepa,2.5,4,4,3148.7,16,East
60000000,Sanepa,3,4,5,1711.25,13,West
29500000,Jorpati,3,3,5,1369,13,West
18000000,Jorpati,3,3,5,1026.75,13,West
31500000,Jorpati,2.5,3,6,1454.5625,13,West
16500000,Jorpati,2.5,4,6,1026.75,13,West
32000000,Jorpati,2.1,2,3,2738,13,West
16000000,Jorpati,3,2,3,752.95,13,West
35000000,Jorpati,2.5,3,6,1540.125,13,West
14300000,Jorpati,2.5,3,3,752.95,10,South
14300000,Jorpati,2.5,3,3,752.95,12,South
15200000,Jorpati,2.5,3,4,855.625,10,East
16500000,Jorpati,3,3,9,1026.75,10,South West
20000000,Jorpati,2,2,5,1197.875,13,East
21000000,Jorpati,3,3,5,1197.875,12,South West
21500000,Jorpati,3,3,4,2700,12,East
22500000,Jorpati,3,3,4,1026.75,14,North West
23000000,Jorpati,2.5,3,5,1095.2,10,South
23000000,Jorpati,3,4,7,1369,10,East
27000000,Jorpati,2.5,3,6,1219.26,13,South East
28500000,Jorpati,2,2,5,1796.8125,12,South
30000000,Jorpati,3,3,8,1200,13,East
24000000,Sanagau,3,4,5,1197.875,13,West
24000000,Sanagau,3,5,9,1112.31,13,West
23500000,Sanagau,3,3,5,962.57,13,West
20000000,Sanagau,3,3,5,1026.75,13,West
23500000,Sanagau,3,5,9,1026.75,13,West
25000000,Sanagau,3,3,5,1095.2,13,West
25000000,Sanagau,3,3,5,1112.31,13,West
32000000,Sanagau,2.5,3,6,1437.45,13,West
18500000,Sanagau,2.5,3,5,1197.875,13,East
21500000,Sanagau,2,2,5,1369,20,East
22000000,Sanagau,3,4,3,1454.5625,20,South
13500000,Sanagau,2.5,3,5,962.57,13,West
19900000,Sanagau,2.5,4,8,1069.53,12,East
20400000,Sanagau,2.5,3,4,1026.75,11.5,South West
21500000,Sanagau,2.5,3,4,1026.75,20,North East
28000000,Sanagau,2.5,3,5,1967.93,13,East
30500000,Sanagau,3,5,5,1403.225,14.5,North East
32500000,Sanagau,2.5,4,5,1369,13,East
33000000,Sanagau,2.5,6,8,1437.45,13,South East
33500000,Sanagau,2.5,4,7,1711.25,20,East
13200000,Sanagau,2.5,3,5,855.625,13,West
32500000,Sainbu,3,3,5,1197.875,13,West
47500000,Sainbu,2.5,3,3,2053.5,13,West
52500000,Sainbu,3,5,5,1711.25,13,West
55000000,Sainbu,3,5,5,1711.25,13,West
37500000,Sainbu,3,4,4,1026.75,13,West
32500000,Sainbu,3,4,4,1026.75,13,West
28000000,Sainbu,3,3,6,1403.225,13,West
50000000,Sainbu,3,4,4,1411.78,13,West
39000000,Sainbu,3,3,4,1369,13,West
31000000,Sainbu,3,3,4,1197.875,13,West
21500000,Sainbu,2.5,3,5,855.625,13,West
25000000,Sainbu,3.5,5,5,1026.75,13,East
30000000,Sainbu,3,2.5,4,1369,15,North
35000000,Sainbu,3,5,4,1095.2,15,South East
35000000,Sainbu,3,4,7,1369,18,South East
36500000,Sainbu,2.5,3,5,1745.475,14,North East
47500000,Sainbu,3.5,8,7,1967.93,16,North East
40000000,Sainbu,2.5,4,5,1240.65,13,West
61500000,Sainbu,2.5,5,4,2053.5,13,West
78000000,Sainbu,3,4,5,2053.5,13,West
28500000,Sainbu,3,3,4,1197.875,13,West
70000000,Dhumbarahi,3,2,4,2823.5625,13,West
55000000,Dhumbarahi,2.5,5,7,3422.5,13,West
30000000,Dhumbarahi,2.5,3,5,1369,13,West
42000000,Dhumbarahi,2.5,3,5,1369,13,West
65000000,Dhumbarahi,2.5,3,5,2053.5,13,West
35000000,Dhumbarahi,3,4,5,1369,13,West
52500000,Dhumbarahi,2.5,2,3,1711.25,13,West
38000000,Dhumbarahi,2.5,3,3,1369,10,East
45000000,Dhumbarahi,3.5,5,8,2395.75,12,East
55000000,Dhumbarahi,3.5,7,8,1779.7,13,North West
56000000,Dhumbarahi,3.5,6,7,2429.975,10,South
57000000,Dhumbarahi,3.5,8,8,2429.975,10,East
60000000,Dhumbarahi,3,5,8,2738,12,East
62000000,Dhumbarahi,3,7,7,2738,13,East
65000000,Dhumbarahi,2.5,4,5,2053.5,20,South East
65000000,Dhumbarahi,3,4,5,2053.5,20,East
67500000,Dhumbarahi,2,6,9,2738,11.5,South East
36000000,Dhumbarahi,2.5,3,3,1369,13,West
37500000,Dhumbarahi,2,2,3,1711.25,13,West
28500000,Dhumbarahi,3,3,4,1095.2,13,West
32500000,Dhumbarahi,2.5,4,6,855.625,13,West
24000000,Khumaltar,2.5,4,3,1026.75,13,West
32500000,Khumaltar,3,3,4,1026.75,13,West
70000000,Khumaltar,3,4,5,3422.5,13,West
55000000,Khumaltar,3,4,3,1711.25,13,West
46000000,Khumaltar,3,4,5,1540.125,13,West
39000000,Khumaltar,3,4,4,1369,13,West
40000000,Khumaltar,3,4,6,1540.125,13,West
55000000,Khumaltar,3,4,3,1711.25,13,West
32000000,Khumaltar,2.5,4,8,1540.12,13,West
17500000,Khumaltar,3.5,5,8,2310.18,10,East
19500000,Khumaltar,3,5,6,1369,14,South
21500000,Khumaltar,2.5,3,3,1048.14,12,South
23000000,Khumaltar,3.5,4,4,1326.21875,10,North East
36500000,Khumaltar,2.5,4,3,1095.2,13,East
36500000,Khumaltar,2.5,4,3,1155.09,13,East
39000000,Khumaltar,2.5,4,4,1437.45,14,South
39000000,Khumaltar,2.5,4,4,1437.45,16,East
42500000,Khumaltar,2.5,4,7,1779.7,18,West
42500000,Khumaltar,2.5,4,6,1437.45,20,East
50000000,Khumaltar,2.5,3,3,3080.25,20,South
55000000,Khumaltar,3,4,3,1711.25,13,South
58500000,Khumaltar,3,5,5,3080.25,13,East
37500000,Pepsicola,3,4,5,1369,13,West
18000000,Pepsicola,3,3,4,752.95,13,West
25000000,Pepsicola,3,3,6,1095.2,13,West
40000000,Pepsicola,3,3,6,1369,13,West
30000000,Pepsicola,3,4,4,1369,13,West
28000000,Pepsicola,3,4,6,1711.25,13,West
45000000,Pepsicola,3,3,5,1454.56,13,West
27000000,Pepsicola,2.5,4,4,1060.975,13,West
13500000,Pepsicola,3,3,4,1112.3125,13,South East
15000000,Pepsicola,2,2,4,855.625,13,North West
16000000,Pepsicola,3,3,3,1026.75,13,West
21500000,Pepsicola,2.5,6,6,1112.3125,13,East
22000000,Pepsicola,3,4,6,1197.875,10,East
22000000,Pepsicola,2.5,4,6,1133.7,20,West
23000000,Pepsicola,3,5,5,1197.875,11,North East
24000000,Pepsicola,2.5,3,6,1095.2,20,East
24000000,Pepsicola,3,4,4,752.95,20,East
25000000,Pepsicola,2.5,4,5,1026.75,18,North East
25500000,Pepsicola,2.5,4,6,1454.5625,13,West
26000000,Pepsicola,3.5,4,8,1026.75,10,North
32500000,Pepsicola,3,4,5,1711.25,18,South East
55500000,Pepsicola,3.5,6,6,2121.95,20,South
67500000,Pepsicola,2.5,4,5,3000,20,South
70000000,Narayanthan,3,5,7,2053.5,13,West
29000000,Narayanthan,3,4,6,1437.45,13,West
30000000,Narayanthan,3.5,4,4,1437.45,13,West
49000000,Narayanthan,3.5,5,6,2053.5,13,West
41000000,Narayanthan,2.5,3,5,1711.25,13,West
42500000,Narayanthan,2.5,3,4,1540.125,13,West
45000000,Narayanthan,2.5,3,4,1540.125,13,West
25000000,Narayanthan,2.5,4,5,1711.25,13,West
40000000,Narayanthan,2.5,4,4,1369,13,West
22000000,Narayanthan,2.5,4,6,1369,13,East
27500000,Narayanthan,3.5,5,5,1711.25,10,East
35000000,Narayanthan,2.5,5,5,1369,13,North East
42500000,Narayanthan,2.5,5,5,1129.425,16,South
45000000,Narayanthan,2.5,5,5,1500,20,East
55000000,Narayanthan,2.5,5,4,2464.2,13,North East
55000000,Narayanthan,3,4,4,2087.725,13,West
57500000,Narayanthan,3,5,5,2053.5,13,West
65500000,Narayanthan,3,5,5,2395.75,13,West
45000000,Narayanthan,3,3,5,2738,13,West
38000000,Narayanthan,3,4,5,2053.5,13,West
40000000,Narayanthan,3,4,3,1711.25,13,West
66000000,Narayanthan,2.5,5,5,2310.1875,13,West
55000000,Narayanthan,2.5,5,7,2738,13,West
16000000,Sitapakha,2.5,2,4,1026.75,13,West
27500000,Sitapakha,3,4,5,855.62,13,West
32500000,Sitapakha,3,5,6,1283.43,13,West
28500000,Sitapakha,3,5,6,1197.87,13,West
27500000,Sitapakha,3,4,4,1197.87,13,West
33500000,Sitapakha,3,4,6,1475.95,13,West
27500000,Sitapakha,3,4,5,1369,13,West
36500000,Sitapakha,3,4,5,1369,13,West
27500000,Sitapakha,3,5,6,1026.75,13,West
26500000,Sitapakha,3,4,5,1112.31,13,West
23500000,Sitapakha,3,4,4,1005.35,13,West
27500000,Sitapakha,3,4,5,1155.09,13,West
28000000,Sitapakha,3,4,6,1197.87,13,West
47500000,Sitapakha,3,4,3,1369,13,West
28000000,Sitapakha,3,5,7,1369,13,West
21600000,Sitapakha,3,3,3,859.0475,13,West
21000000,Sitapakha,2.5,4,8,1026.75,13,West
29500000,Sitapakha,3,4,6,1026.75,13,West
25000000,Sitapakha,3,3,6,1026.75,13,West
25500000,Sitapakha,3,4,5,1369,13,West
24500000,Sitapakha,3,3,6,1026.75,13,West
28000000,Sitapakha,3,4,6,1369,13,West
34000000,Sitapakha,2.5,4,6,1540.12,13,West
35000000,Sitapakha,2.5,4,5,1369,13,West
19500000,Syuchatar,2.5,3,4,1471.675,13,East
20500000,Syuchatar,2.5,3,6,1026.75,13,South
21000000,Syuchatar,2,4,5,1454.5625,16,West
22000000,Syuchatar,2,2,4,406.421875,14,North East
22000000,Syuchatar,2,2,4,1095.2,14,North
22400000,Syuchatar,3,4,6,1283.4375,13,North East
22500000,Syuchatar,2.5,3,5,1882.37,10,East
23000000,Syuchatar,3,2,4,1026.75,10,North West
24500000,Syuchatar,2,4,7,1369,13,East
24800000,Syuchatar,3,4,5,1026.75,13,South
25000000,Syuchatar,2.5,2,6,1095.2,13,South
25000000,Syuchatar,3,5,7,1369,13,North East
25000000,Syuchatar,2.5,3,4,1711.25,16,East
25500000,Syuchatar,2.5,2,4,1925.15,10,West
30000000,Syuchatar,3.5,5,1,1540.125,10,East
37000000,Syuchatar,3,4,6,1369,10,North
38000000,Syuchatar,2.5,3,4,1369,18,South East
39000000,Syuchatar,3,3,4,1369,13,West
23500000,Syuchatar,3,3,1,1112.31,13,West
25000000,Syuchatar,3,3,4,1711.25,13,West
40000000,Syuchatar,3,3,6,2772.225,13,West
32500000,Syuchatar,3,3,7,1779.7,13,West
39000000,Syuchatar,2.5,4,1,1454.56,13,West
85000000,Syuchatar,2.5,4,7,1403.225,13,West
20000000,Syuchatar,3,3,3,1026.75,13,West
67000000,Bafal,3,4,4,2395.75,13,West
22500000,Bafal,2.5,3,5,1197.875,13,East
23000000,Bafal,2,2,6,1026.75,10,South
23500000,Bafal,2.5,2,6,752.95,12,North
24500000,Bafal,2.5,3,4,1026.75,12,East
24500000,Bafal,2.5,3,7,1540.125,13,North
27500000,Bafal,2.5,4,4,1437.45,13,South
28500000,Bafal,2,3,5,1369,13,South West
31000000,Bafal,3,3,7,1369,10,South
31000000,Bafal,2.5,3,5,1129.425,15,North East
31000000,Bafal,2.5,3,6,1369,16,South West
36500000,Bafal,2.5,4,5,1369,12,South
36500000,Bafal,3,4,5,1711.25,13,South
37000000,Bafal,2.5,3,4,1095.2,13,North East
37000000,Bafal,2.5,3,4,1095.2,14,North East
37500000,Bafal,2,4,7,1369,13,East
42000000,Bafal,2.5,3,4,1369,14,South
47500000,Bafal,2.5,3,6,2395.75,14,West
58000000,Bafal,2.5,5,6,2887.73,12,East
60000000,Bafal,3.5,5,4,2840.675,13,East
70000000,Bafal,2.5,4,3,3148.7,13,East
41000000,Bafal,3,5,5,1219.26,13,West
37000000,Bafal,3,3,4,1262.04,13,West
45000000,Bafal,3,4,5,1711.25,13,West
36500000,Bafal,3,4,5,1711.25,13,West
37500000,Bafal,3,4,7,1369,13,West
29500000,Bafal,3,3,6,1369,13,West
26500000,Nakhipot,2.5,3,5,1197.87,13,West
45000000,Nakhipot,3,3,5,2566.875,13,West
22000000,Nakhipot,3,4,4,1369,13,West
41500000,Nakhipot,3,4,5,1403.225,13,West
31000000,Nakhipot,3.5,4,5,1026.75,13,West
37000000,Nakhipot,3,4,6,1369,13,West
26000000,Nakhipot,2.5,4,8,1369,13,West
45000000,Nakhipot,2.5,4,7,2395.75,13,West
32500000,Nakhipot,2.5,4,6,1454.56,13,West
26000000,Nakhipot,2.5,4,5,1197.875,13,West
45000000,Nakhipot,2.5,4,4,1711.25,13,West
35000000,Nakhipot,3.5,3,5,1369,13,West
20000000,Nakhipot,2.5,3,4,855.625,13,East
22500000,Nakhipot,3,4,4,1060,13,West
23000000,Nakhipot,2.5,3,4,1090.92,16,East
23500000,Nakhipot,2.5,4,4,1060.975,15,North West
25500000,Nakhipot,2.5,7,9,1095.2,20,East
26500000,Nakhipot,3,4,5,1197.875,13,North
27000000,Nakhipot,2.5,4,4,1095.2,15,South
27000000,Nakhipot,2.5,4,5,1197.875,20,South West
28000000,Nakhipot,2.5,3,5,1095.2,13,South
29000000,Nakhipot,3,4,4,1026.75,19,South
29000000,Nakhipot,2.5,4,4,2244,20,South
32000000,Nakhipot,2.5,4,5,1437.45,20,West
33000000,Nakhipot,2.5,4,6,1095.2,20,South
46000000,Nakhipot,2.5,5,6,2395.75,13,South East
57500000,Nakhipot,3,5,6,3058.859375,20,West
57500000,Nakhipot,3.5,6,5,1500,20,East
60000000,Nakhipot,3,6,6,2806.45,15,South East
39000000,Samakhusi,3,5,6,1026.75,13,West
35500000,Samakhusi,3,4,6,1197.87,13,West
35500000,Samakhusi,3,4,6,1197.87,13,West
20500000,Samakhusi,3,4,5,855.625,16,South
22500000,Samakhusi,3,4,9,1026.75,13,South
23000000,Samakhusi,3,5,6,1454.5625,13,North West
25500000,Samakhusi,3.5,4,6,1026.75,10,North
27500000,Samakhusi,3,3,6,1369,13,West
30000000,Samakhusi,2.5,6,6,1369,15.12944333,East
30500000,Samakhusi,3,4,5,1129.425,15,West
32000000,Samakhusi,2.5,5,6,1369,13,East
32000000,Samakhusi,3,6,6,1369,15,East
32000000,Samakhusi,2,4,6,1369,16,East
33000000,Samakhusi,2.5,5,6,1369,13,North
34500000,Samakhusi,3,4,4,1026.75,13,East
34500000,Samakhusi,2.5,4,4,1026.75,13,East
35000000,Samakhusi,2.5,3,4,1711.25,16.5,South West
35000000,Samakhusi,2,3,6,1711.25,15,East
44000000,Samakhusi,3,6,5,1369,15,East
45000000,Samakhusi,2.5,4,7,1711.25,10,East
55000000,Samakhusi,3,6,5,2395.75,14,South
55000000,Samakhusi,2,4,5,2395.75,14,South East
55000000,Samakhusi,3,7,7,2395.75,20,North
55000000,Samakhusi,2.5,5,6,2395.75,20,East
42000000,Samakhusi,2.5,3,5,1779.7,13,West
25000000,Samakhusi,2.5,3,5,1026.75,13,West
60000000,Samakhusi,3,4,4,3080.25,13,West
