Price,Address,Floor,Bathroom,Bedroom,Land,Road,Face
55000000,Samakhusi,2.5,5,9,2053.5,13,West
47000000,Samakhusi,2.5,3,5,1711.25,13,West
65000000,Samakhusi,2.5,3,5,3422.5,13,West
11000000,Samakhusi,2.5,3,4,513.375,13,West
55000000,Dhapakhel,3,3,4,2121.95,13,West
40000000,Dhapakhel,3,4,7,1642.8,13,West
31700000,Dhapakhel,3,3,4,1369,13,West
22500000,Dhapakhel,2.5,3,5,1060.975,13,West
36000000,Dhapakhel,3,2,5,1369,13,West
13500000,Dhapakhel,2.5,3,4,898.4,12,South
17700000,Dhapakhel,2.5,4,3,855.625,12,West
19000000,Dhapakhel,3,4,6,752.95,13,South
19800000,Dhapakhel,2.5,3,4,1026.75,20,South
25000000,Dhapakhel,2.5,3,4,1197.87,12,North East
25000000,Dhapakhel,3,3,4,1625.6875,13,South
25000000,Dhapakhel,2.5,2,7,1711.25,18,South East
26000000,Dhapakhel,2.5,4,5,1437.45,18,East
27000000,Dhapakhel,2.5,4,6,1129.425,13,East
27000000,Dhapakhel,2.5,4,5,1026.75,20,North East
28000000,Dhapakhel,3,3,6,1711.25,13,East
29000000,Dhapakhel,2.5,3,3,1095.2,13.5,South East
42000000,Dhapakhel,2,3,4,2806.45,13,North East
26500000,Dhapakhel,2.5,4,5,1540.125,13,West
45000000,Dhapakhel,2.5,3,9,2738,13,West
31000000,Dhapakhel,3,3,7,1903.76,13,West
28000000,Dhapakhel,3,3,5,1796.81,13,West
38500000,Dhapakhel,3,4,6,2053.5,13,West
15500000,Dhapakhel,3,3,5,855.625,13,West
23000000,Dhapakhel,3,3,5,1026.75,13,West
21900000,Dhapakhel,3,4,5,1454.5625,13,West
29500000,Dhapakhel,3,3,5,1369,13,West
24000000,Dhapakhel,3,3,4,941.18,13,West
50000000,Dhapakhel,3,5,9,3080.25,13,West
23500000,Dhapakhel,3,3,7,1540.125,13,West
27500000,Dhapakhel,3,5,4,1369,13,West
25500000,Dhapakhel,3,3,4,1129.425,13,West
55000000,Dhapakhel,2.5,2,5,2224.625,13,West
43500000,Mandhikatar,2.5,5,4,2224.625,13,West
55000000,Mandhikatar,3,4,5,2738,13,West
39500000,Mandhikatar,3,3,7,1711.25,13,West
42000000,Mandhikatar,2.5,5,7,1369,13,West
29500000,Mandhikatar,3,4,6,1026.75,13,West
26000000,Mandhikatar,2.5,3,6,1026.75,13,West
26400000,Mandhikatar,3,5,5,1369,13,West
35000000,Mandhikatar,3,4,5,3080.25,13,West
43000000,Mandhikatar,3,3,6,3080.25,13,West
49000000,Mandhikatar,3,3,5,2053.5,13,West
17500000,Mandhikatar,2.5,2,4,877.01,20,West
18000000,Mandhikatar,3.5,4,4,1779.7,11,East
19900000,Mandhikatar,3,4,6,1112.3125,13,South East
20000000,Mandhikatar,3,4,4,1112.3125,15,East
22000000,Mandhikatar,2.5,5,5,1048.14,12,East
22500000,Mandhikatar,3,3,4,2139.0625,12,East
25000000,Mandhikatar,3,5,7,120,13,West
26500000,Mandhikatar,2.5,4,6,1060.975,13,West
27500000,Mandhikatar,2,3,6,1369,15,East
27600000,Mandhikatar,3,6,7,1369,13,East
27800000,Mandhikatar,3,3,6,1711.25,13,East
28000000,Mandhikatar,2.5,4,6,1711.25,13,East
32500000,Mandhikatar,3,6,8,1369,20,South East
35000000,Mandhikatar,2,4,5,1711.25,13,East
40000000,Mandhikatar,2.5,3,5,1668.46,13,West
40000000,Mandhikatar,2.5,3,4,1471.675,13,West
46500000,Mandhikatar,3.5,5,4,2121.95,13,North West
40000000,Mandhikatar,3,4,5,1668.46,13,West
60000000,Mandhikatar,3,2,3,2053.5,13,West
52500000,Mandhikatar,2.5,5,6,1711.25,13,West
43500000,Mandhikatar,2.5,4,4,2224.62,13,West
43500000,Mandhikatar,3.5,5,4,2224.62,13,North West
39000000,Mandhikatar,3,5,6,1711.25,13,West
35000000,Mandhikatar,3,3,5,1540.125,13,West
70000000,Sukedhara,2.5,3,4,2395.75,12,East
36000000,Sukedhara,3,5,5,1283.43,13,West
39000000,Sukedhara,3,5,7,1369,13,West
42500000,Sukedhara,2.5,4,8,1369,13,West
30000000,Sukedhara,3,3,6,1283.43,13,West
35500000,Sukedhara,3,3,5,1437.45,13,West
29000000,Sukedhara,2.5,3,8,1369,13,West
25000000,Sukedhara,3,3,6,1026.75,13,West
16000000,Sukedhara,2.5,3,6,1026.75,20,East
21000000,Sukedhara,2,3,6,1026.75,14,North
26000000,Sukedhara,2,4,6,1604.29,15,East
29800000,Sukedhara,2.5,5,5,1711.25,13,West
30000000,Sukedhara,3,5,6,1454.5625,15,East
31800000,Sukedhara,2.5,5,5,1754.03,13,South East
32500000,Sukedhara,2.5,4,6,1369,12,South East
32500000,Sukedhara,2,4,4,1283.4375,18,East
35000000,Sukedhara,3.5,4,9,2010.71,12,North East
35000000,Sukedhara,2.5,4,6,1369,13,East
39000000,Sukedhara,2.5,4,6,1369,14,South
40000000,Sukedhara,2.5,3,5,2053.5,12,South East
42000000,Sukedhara,2.5,5,5,2053.5,13,East
42000000,Sukedhara,3,5,5,2053.5,14,East
42500000,Sukedhara,2,3,5,1711.25,12,East
45000000,Sukedhara,2.5,3,5,2395.75,12,East
45000000,Sukedhara,2.5,3,4,2395.75,15,East
45000000,Sukedhara,3,6,6,2053.5,20,East
45000000,Sukedhara,2.5,4,6,1369,20,North
49500000,Sukedhara,2,3,1,1369,12,North
70000000,Sukedhara,2.5,3,4,2395.75,12,East
26000000,Sukedhara,2.5,4,6,1026.75,13,West
52500000,Sukedhara,2.5,5,5,1711.25,13,West
48000000,Sukedhara,3,5,6,2053.5,13,West
62500000,Sukedhara,3,3,5,2053.5,13,West
36500000,Sukedhara,3,4,5,1369,13,West
45000000,Sukedhara,2.5,3,5,2121.95,13,West
30000000,Baluwatar,3,4,4,1369,13,West
50000000,Baluwatar,3,4,4,1711.25,13,West
57500000,Baluwatar,3,5,5,1711.25,13,West
60000000,Baluwatar,3,3,5,1711.25,13,West
55000000,Baluwatar,3,3,5,1711.25,13,West
60000000,Baluwatar,3,3,5,2738,13,West
65000000,Baluwatar,2.5,3,6,2806.45,13,West
21000000,Baluwatar,2.5,3,7,684.5,13,West
23000000,Baluwatar,3,2,4,770.0625,15,East
39000000,Baluwatar,2.5,3,7,1711.25,10,North
39500000,Baluwatar,2,3,3,1882.375,15,East
42500000,Baluwatar,3,6,6,2053.5,15,South East
51500000,Baluwatar,3,3,6,2053.5,12,North East
55000000,Baluwatar,2.5,3,4,2738,10,South
55000000,Baluwatar,3,5,4,1796.8125,12,South East
55000000,Baluwatar,2.5,5,4,1745.475,12,South East
55000000,Baluwatar,2.5,5,6,1745.475,13,North East
55000000,Baluwatar,2.5,4,4,1711.25,13,South East
56000000,Baluwatar,3,4,4,2738,13,North
60000000,Baluwatar,2.5,5,5,2053.5,13,South
60000000,Baluwatar,3,5,5,2053.5,13,North East
61000000,Baluwatar,3,6,5,2053.5,14,North
65000000,Baluwatar,3,5,5,2224.625,20,West
68000000,Baluwatar,2.5,3,6,2806.45,14,East
71500000,Baluwatar,3.5,7,8,2053.5,12.5,East
67500000,Baluwatar,2.5,4,7,2652.4375,13,West
80000000,Baluwatar,2.5,3,3,3422.5,13,West
80000000,Baluwatar,3,5,4,3422.5,13,West
80000000,Baluwatar,3,5,4,3422.5,13,West
75000000,Baluwatar,3,4,5,2139.06,13,West
80000000,Baluwatar,3,3,5,2053.5,13,West
55000000,Baluwatar,3,3,6,2909.125,13,West
55000000,Baluwatar,2.5,3,6,2909.125,13,West
65000000,Baluwatar,2.5,4,5,1711.25,13,West
58500000,Baluwatar,2.5,5,4,1369,13,West
36000000,Nakkhu,3.5,5,4,1454.5625,13,West
44000000,Nakkhu,2.5,4,3,1347.6,13,West
20000000,Nakkhu,2.5,3,1,855.62,13,West
18000000,Nakkhu,3,5,4,1026.75,13,North
23000000,Nakkhu,2.5,3,4,1026.75,16,South
25500000,Nakkhu,2.5,4,4,1540.125,14,North West
26500000,Nakkhu,2,4,4,1369,16,East
26500000,Nakkhu,3,4,4,1369,16,South West
26500000,Nakkhu,2.5,4,4,1197.875,20,South East
28000000,Nakkhu,2.5,5,4,1369,20,East
29000000,Nakkhu,2.5,5,4,1540.125,15,South
29000000,Nakkhu,2.5,5,4,1369,20,East
31000000,Nakkhu,2.5,5,6,1437.45,16.5,North
32500000,Nakkhu,3,4,7,1369,14.5,South West
33000000,Nakkhu,2.5,4,4,1403.225,15,South West
36000000,Nakkhu,3,3,5,1403.225,10,North East
36000000,Nakkhu,2,5,4,1454.5625,13,South West
36000000,Nakkhu,2.5,5,4,1403.225,13,South West
36000000,Nakkhu,2.5,5,4,1454.5625,13,South West
38000000,Nakkhu,2.5,4,4,1745.475,12.5,West
39000000,Nakkhu,2.5,4,4,1711.25,13,East
39000000,Nakkhu,3.5,6,5,1197.875,13,East
39500000,Nakkhu,2.5,4,4,1711.25,13,East
39900000,Nakkhu,2,4,4,1711.25,13,East
43000000,Nakkhu,2.5,3,5,1711.25,18,South
53000000,Nakkhu,2.5,4,4,1779.7,13,South West
41000000,Nakkhu,2.5,4,4,2224.62,13,West
25000000,Nakkhu,2,4,3,1540.125,13,East
29000000,Nakkhu,2.5,4,3,1129.425,18,South
65000000,Nakkhu,3,4,5,1540.125,13,West
29900000,Nakkhu,3.5,5,4,1112.3125,13,West
29900000,Nakkhu,3.5,5,4,1112.3125,13,West
29900000,Nakkhu,3.5,5,6,1163.65,13,West
48000000,Nakkhu,3.5,4,4,1779.7,13,West
60000000,Nakkhu,2.5,4,5,3080.25,13,West
31000000,Nakkhu,2.5,3,4,1026.75,13,West
55000000,Nakkhu,2.5,4,5,3080.25,13,West
38000000,Nakkhu,3.5,3,5,1518.73,13,West
23000000,Nakkhu,3,3,6,941.18,13,West
25000000,Nakkhu,3,3,6,941.1875,13,West
25000000,Nakkhu,3,3,5,855.625,13,West
25000000,Hattiban,3,3,4,855.625,13,West
22500000,Hattiban,3,3,5,1197.875,13,West
29000000,Hattiban,3,3,5,1026.75,13,West
36000000,Hattiban,2.5,3,5,1369,13,West
25000000,Hattiban,2.5,4,8,1471.675,13,West
23000000,Hattiban,2.5,3,5,1095.2,13,West
16000000,Hattiban,3,1,1,1026.75,20,East
20000000,Hattiban,2,2,4,1026.75,14,South East
20000000,Hattiban,2,2,3,1026.75,14,South East
21500000,Hattiban,2.5,4,6,1369,12,East
21500000,Hattiban,2.5,4,4,1711.25,20,South East
23500000,Hattiban,2.5,3,5,1197.87,13,South
24000000,Hattiban,2.5,3,3,1369,16,South West
25000000,Hattiban,3,3,6,700,20,North East
25500000,Hattiban,2.5,5,6,1095.2,13,South
26000000,Hattiban,2.5,3,8,2087.725,15,South
26500000,Hattiban,3,5,6,1380,13,East
28700000,Hattiban,3,6,6,1403.225,13,South
28700000,Hattiban,3.5,5,6,1403.225,13,South
29000000,Hattiban,2.5,4,4,1882.375,12,North
29000000,Hattiban,2.5,4,6,1112.3125,13,West
32500000,Hattiban,3,4,5,1369,13,South
32500000,Hattiban,2.5,3,3,1095.2,20,West
34000000,Hattiban,3.5,4,8,1095.2,13,East
35000000,Hattiban,3.5,4,5,1369,13,North East
39500000,Hattiban,3,5,7,1403.225,13,North East
40000000,Hattiban,3,5,7,1403.225,13,North East
45000000,Hattiban,2.5,5,5,2053.5,16,North
46000000,Hattiban,3,4,4,1540.125,13,East
46000000,Hattiban,2,4,5,1711.25,14,East
46000000,Hattiban,2.5,5,4,1129.425,15,South
50000000,Hattiban,3,4,5,2100,16,South
50000000,Hattiban,2.5,3,4,1200,20,North
55000000,Hattiban,3,5,5,2395.75,20,South
24000000,Hattiban,2.5,4,9,1026.75,13,West
40000000,Hattiban,2.5,3,6,1745.475,13,West
67500000,Hattiban,2.5,3,3,1369,13,West
27500000,Hattiban,3,3,1,1369,13,West
26500000,Hattiban,3,3,5,1369,13,West
24000000,Hattiban,2.5,5,4,1540.125,13,West
36000000,Hattiban,2.5,5,6,1369,13,West
26000000,Hattiban,2.5,4,6,1540.125,13,West
58000000,Golfutar,3,4,5,1711.25,13,West
45500000,Golfutar,2.5,3,5,1625.68,13,West
36500000,Golfutar,2.5,3,5,1711.25,13,West
18000000,Golfutar,3,4,6,1026.75,13,East
19700000,Golfutar,3.5,4,4,1026.75,15,North East
22000000,Golfutar,2.5,3,6,1197.87,13,North East
22500000,Golfutar,3,3,6,1060.975,13,North East
27500000,Golfutar,2.5,3,3,1060.975,16,South West
28500000,Golfutar,2.5,4,5,1475.95,14,East
29000000,Golfutar,2.5,3,5,1369,15,South West
29000000,Golfutar,2.5,5,5,1095.2,16,West
29500000,Golfutar,2.5,3,4,1369,16,South
31500000,Golfutar,2.5,5,5,1095.2,20,North East
32500000,Golfutar,2.5,2,4,1369,13,East
32500000,Golfutar,2.5,4,5,1369,16,East
35000000,Golfutar,2,4,4,2395.75,15,East
35000000,Golfutar,2,4,4,2395.75,20,East
36500000,Golfutar,2.5,3,5,1369,20,East
37000000,Golfutar,3,6,5,1369,20,South
37000000,Golfutar,3,5,5,1369,20,South
40000000,Golfutar,3,5,4,2139.0625,13,North
43000000,Golfutar,2.5,5,5,1779.7,15.12944333,East
43000000,Golfutar,3,4,4,2139.0625,20,South East
43500000,Golfutar,2.5,3,3,1437.45,16,West
44500000,Golfutar,2.5,5,5,1711.25,15,West
45000000,Golfutar,3,6,6,2053.5,15,East
45000000,Golfutar,3,7,6,2053.5,15,East
47500000,Golfutar,3,5,4,3080.25,15,East
47500000,Golfutar,2,4,5,3080.25,16,South East
50500000,Golfutar,2.5,5,5,2738,13,East
54900000,Golfutar,2,5,5,2395.75,13,North East
55000000,Golfutar,2,4,4,3080.25,20,South East
65000000,Golfutar,2.5,4,5,2087.725,14,South
35500000,Golfutar,2.5,2,4,1540.125,13,West
67500000,Golfutar,3,4,5,2224.625,13,West
75000000,Golfutar,3,4,4,3422.5,13,West
49999999,Golfutar,3,5,5,2395.75,13,West
43500000,Golfutar,3.5,3,3,1540.125,13,West
49000000,Golfutar,3.5,4,4,2395.75,13,West
35000000,Golfutar,2.5,4,9,2053.5,13,West
56000000,Golfutar,2.5,3,5,2053.5,13,West
72500000,Golfutar,2.5,4,5,3422.5,13,West
32500000,Basundhara,3,3,8,1882.375,13,West
55000000,Basundhara,3,4,5,2395.75,13,West
42000000,Basundhara,3,5,6,1540.125,13,West
21500000,Basundhara,3,3,6,1197.875,13,West
20000000,Basundhara,3,2,5,1369,13,West
31000000,Basundhara,3,4,6,1369,13,West
37500000,Basundhara,3,3,5,1437.45,13,West
42000000,Basundhara,3,5,6,1540.125,13,West
65000000,Basundhara,3,5,7,3080.25,13,West
42000000,Basundhara,2.5,5,5,1745.475,13,West
45000000,Basundhara,3,5,6,2053.5,13,West
43500000,Basundhara,3,3,6,1711.25,13,West
41000000,Basundhara,2.5,4,5,1745.475,13,West
35000000,Basundhara,3,3,5,1369,13,West
45000000,Basundhara,2.5,4,4,1711.25,13,West
33500000,Basundhara,3,4,5,1369,13,West
25000000,Basundhara,3,3,5,855.625,13,West
62500000,Basundhara,2.5,3,5,1711.25,13,West
39500000,Basundhara,2.5,3,5,1711.25,13,West
19500000,Basundhara,3,3,3,941.1875,12,South East
22500000,Basundhara,3,5,5,1112.3125,14,East
22500000,Basundhara,2,3,4,1112.3125,16,East
23000000,Basundhara,2,3,4,1112.3125,15,South
25000000,Basundhara,3.5,4,6,1369,13,South East
25500000,Basundhara,3,4,7,1369,14,East
29800000,Basundhara,3,5,5,1454.5625,16,East
30000000,Basundhara,3,4,4,1369,10,South
31000000,Basundhara,2.5,3,5,1711.25,13,South West
32500000,Basundhara,2.5,3,6,1882.375,15,South
35000000,Basundhara,2,1,2,2139.0625,12,East
35000000,Basundhara,2.5,1,2,1882.375,13,East
35000000,Basundhara,3,7,6,1711.25,15,East
36000000,Basundhara,3.5,6,4,1796.8125,15,South East
36500000,Basundhara,2,3,4,1711.25,15,East
39000000,Basundhara,3,2,5,1711.25,14,South
39900000,Basundhara,3,6,5,2395.75,14,East
41000000,Basundhara,3,6,7,2395.75,20,East
42000000,Basundhara,2.5,5,6,1437.45,16,South East
45000000,Basundhara,3,6,6,2738,15,South West
45000000,Basundhara,3,6,6,2738,20,South West
49000000,Basundhara,3,6,6,1967.9375,14,South
67000000,Basundhara,2.5,5,5,2481.31,13,West
67000000,Basundhara,2.5,3,3,2429.975,13,West
72500000,Basundhara,2.5,6,9,2395.75,13,East
49500000,Basundhara,2.5,4,4,2395.75,13,West
22500000,Basundhara,3,3,4,941.1875,13,West
35500000,Basundhara,3,5,5,1369,13,West
42500000,Basundhara,2.5,4,5,684.5,13,West
35000000,Dhapasi,3,3,5,2121.95,13,West
29000000,Dhapasi,3,3,4,1026.75,13,West
37500000,Dhapasi,2.5,4,7,1711.25,13,West
28000000,Dhapasi,2.5,3,5,1540.125,13,West
17000000,Dhapasi,3,3,4,1112.3125,13,East
19500000,Dhapasi,2.5,3,5,1026.75,12,East
21000000,Dhapasi,2.5,3,5,1060.975,12,East
21000000,Dhapasi,2,3,5,1026.75,13,West
23000000,Dhapasi,3,3,4,1112.3125,13,North East
25500000,Dhapasi,3,6,5,1454.5625,13,East
26000000,Dhapasi,3,3,4,2139.0625,15,West
27000000,Dhapasi,2.5,3,5,1026.75,13,North
28500000,Dhapasi,2.5,4,4,1095.2,16,East
29000000,Dhapasi,2.5,3,4,1095.2,14,North
29500000,Dhapasi,2.5,3,3,1369,13,South
29500000,Dhapasi,2.5,4,5,1369,13,East
29500000,Dhapasi,2.5,3,5,1026.75,13,West
31000000,Dhapasi,2.5,3,5,1129.425,13,South West
32000000,Dhapasi,2.5,6,6,1711.25,13,East
32000000,Dhapasi,2.5,5,6,1711.25,13,East
32500000,Dhapasi,2.5,1,5,2053.5,10,East
32500000,Dhapasi,2.5,5,5,1711.25,13,East
33500000,Dhapasi,3,4,4,1711.25,20,North East
35000000,Dhapasi,2,4,4,1711.25,15,East
36000000,Dhapasi,3.5,7,7,1403.225,16,South East
37500000,Dhapasi,3,4,6,1369,13,East
39000000,Dhapasi,2.5,4,7,2395.75,12,East
40000000,Dhapasi,3,4,8,2994.6875,12,South
41000000,Dhapasi,3,4,5,1369,20,South East
42500000,Dhapasi,2.5,5,6,1711.25,18,South
44000000,Dhapasi,2.5,4,5,2395.75,13,North East
45000000,Dhapasi,3,6,6,2738,20,South West
47000000,Dhapasi,2.5,2,6,3080.25,12,East
47500000,Dhapasi,2.5,4,3,2087.725,15,South East
50000000,Dhapasi,2.5,4,4,2395.75,10,South
51000000,Dhapasi,2.5,2,4,2053.5,20,East
58000000,Dhapasi,3.5,5,5,3114.475,17.5,South
65000000,Dhapasi,3,6,6,2738,20,West
58000000,Dhapasi,2.5,3,4,3422.5,13,West
35000000,Dhapasi,3,4,5,1711.25,13,West
26500000,Dhapasi,3,5,6,1197.875,13,West
34000000,Dhapasi,3,4,6,1283.4375,13,West
32500000,Dhapasi,3,3,3,1369,13,West
44000000,Dhapasi,3,4,7,1711.25,13,West
37500000,Dhapasi,3,3,5,2395.75,13,West
47500000,Dhapasi,3,5,4,2395.75,13,West
47500000,Dhapasi,2.5,5,5,2395.75,13,West
33000000,Dhapasi,2.5,3,5,1155.09,13,West
25500000,Dhapasi,2.5,5,6,1095.2,13,West
55000000,Pasikot,2.5,5,5,3080.25,13,West
29000000,Pasikot,3,3,5,1369,13,West
25000000,Pasikot,2.5,3,4,1026.75,13,West
27000000,Pasikot,2.5,4,6,1711.25,13,West
30000000,Pasikot,3,4,8,1540.125,13,West
28000000,Pasikot,3,4,4,1369,13,West
33500000,Pasikot,3,5,3,1369,13,West
28000000,Pasikot,3,4,4,1026.75,13,West
28500000,Pasikot,3,4,6,1369,13,West
28000000,Pasikot,3,3,5,1369,13,West
28000000,Pasikot,3,4,5,1369,13,West
34500000,Pasikot,3,3,3,1369,13,West
30000000,Pasikot,3,5,8,1540.125,13,West
33000000,Pasikot,3,3,5,1711.25,13,West
42500000,Pasikot,3.5,4,6,2053.5,13,West
50000000,Pasikot,3,2,5,3080.25,13,West
28000000,Pasikot,3,4,8,1711.25,13,West
28000000,Pasikot,2.5,5,8,1711.25,13,West
16800000,Pasikot,3,5,5,1026.75,14,North East
17500000,Pasikot,3,2,6,1197.875,12,North
22500000,Pasikot,3,5,6,1197.87,15,South East
24000000,Pasikot,2.5,2,5,1369,20,South East
24500000,Pasikot,2.5,5,6,1369,13,South East
28000000,Pasikot,3.5,4,8,1711.25,13,South
28000000,Pasikot,3,3,8,1796.8125,14,East
30000000,Pasikot,3,4,5,1369,20,West
30000000,Pasikot,2.5,4,5,1471.675,20,South
30000000,Pasikot,2.5,5,4,1779.7,20,North East
31000000,Pasikot,2.5,2,5,1411.78,12,South East
31000000,Pasikot,2.5,3,5,1300.55,13,East
32000000,Pasikot,2.5,4,5,2053.5,13,South East
32000000,Pasikot,2.5,5,4,1882.375,20,North
32500000,Pasikot,3.5,2,5,1745.475,10,East
32500000,Pasikot,2.5,5,6,1754.03,14,East
33000000,Pasikot,2.5,4,6,2053.5,13,South East
33500000,Pasikot,2.5,4,5,1711.25,13,South
34000000,Pasikot,2.5,4,5,1369,13,South East
34000000,Pasikot,2.5,5,6,1711.25,13,North East
34000000,Pasikot,2.5,5,5,1754.03,14,East
35000000,Pasikot,3,6,7,1711.25,12,South
35000000,Pasikot,2.5,4,5,1369,13,South East
36000000,Pasikot,2.5,4,5,1711.25,13,North
36000000,Pasikot,2.5,5,6,1711.25,13,North East
38000000,Pasikot,2.5,3,5,1745.475,14,South
38000000,Pasikot,2.5,3,5,1745.475,14,South West
42500000,Pasikot,2.5,5,4,2738,15,North East
45000000,Pasikot,2.5,3,4,2738,15,North East
53500000,Pasikot,3.5,5,7,2429.975,18.5,South West
40000000,Pasikot,3,3,5,2053.5,13,West
33500000,Pasikot,3,3,5,1711.25,13,West
28000000,Pasikot,3,3,5,1129.425,13,West
52500000,Kapan,3,5,4,3080.25,13,West
25500000,Kapan,3,2,5,1197.875,13,West
24000000,Kapan,3,3,7,1026.75,13,West
26300000,Kapan,3,3,6,1711.25,13,West
36000000,Kapan,3,5,6,1711.25,13,West
17000000,Kapan,2.5,4,5,1026.75,13,West
22000000,Kapan,2.5,3,5,1026.75,13,West
12500000,Kapan,3,3,3,1026.75,10,North
12500000,Kapan,2.5,3,4,684.5,12,South West
14000000,Kapan,3,2,2,1197.875,12,East
14000000,Kapan,2.5,2,3,1095.2,13,East
17000000,Kapan,3,5,4,1026.75,16,West
18000000,Kapan,3,3,6,1625.6875,13,South
18200000,Kapan,3,5,5,1197.875,13,East
20000000,Kapan,3,3,8,1540.12,13,South East
22000000,Kapan,3,5,6,1711.25,14,East
23500000,Kapan,2.5,3,5,1197.875,10,South East
23500000,Kapan,3,5,5,1796.8125,13,South West
24000000,Kapan,2.5,5,6,1129.425,12,West
24000000,Kapan,2,3,5,1283.4375,13,East
24000000,Kapan,3.5,4,7,1197.875,13,West
25000000,Kapan,2.5,5,7,1540.125,12,North East
26000000,Kapan,3,5,6,1369,14,East
26000000,Kapan,2,3,4,1369,14,North East
26000000,Kapan,2,2,2,1625.68,10,North
26500000,Kapan,2.5,3,5,1369,10,East
26500000,Kapan,2.5,5,5,1437.45,13,East
27000000,Kapan,2.5,5,5,1369,13,East
27200000,Kapan,2.5,3,6,1540.125,13,East
27500000,Kapan,2.5,2,5,1197.875,11,East
27500000,Kapan,3,5,6,1369,16,East
28000000,Kapan,3,3,6,1390.390625,13,North
28000000,Kapan,2.5,4,7,1369,13,East
28000000,Kapan,2,3,4,1796.8125,14,South East
29000000,Kapan,3,1,1,1369,10,South East
29500000,Kapan,3,3,7,1732.640625,13,South
30000000,Kapan,2.5,1,1,1471.675,15,South East
31000000,Kapan,3.5,3,8,1369,12,North
31000000,Kapan,2.5,4,5,1625.6875,12,West
32000000,Kapan,2.5,4,5,1369,13,South East
32500000,Kapan,3,3,6,1813.925,13,South East
33000000,Kapan,3,3,6,1540.125,13,East
35500000,Kapan,2.5,1,5,1403.225,13,West
36000000,Kapan,3.5,5,6,1711.25,13,North
37000000,Kapan,3.5,4,7,2087.725,20,East
39000000,Kapan,3.5,3,6,1095.2,12,East
40000000,Kapan,2,5,5,2053.5,20,East
41000000,Kapan,3.5,1,1,2053.5,20,East
42000000,Kapan,3.5,4,6,1540.125,20,South West
50000000,Kapan,2.5,4,6,2053.5,14,East
52500000,Kapan,2.5,5,5,3080.25,20,South East
52500000,Kapan,2.5,5,5,3080.25,20,South West
36500000,Bhangal,3,3,6,1369,13,West
37500000,Bhangal,3,5,5,1437.45,13,West
18500000,Bhangal,3,3,4,787.175,13,West
29500000,Bhangal,3,4,7,1129.425,13,West
18000000,Bhangal,2,3,5,1369,13,West
28500000,Bhangal,2.5,3,4,1095.2,13,West
24000000,Bhangal,3,5,6,1048.14,13,West
19500000,Bhangal,3,5,4,752.95,13,West
37500000,Bhangal,3,4,7,1026.75,13,West
24000000,Bhangal,3,5,6,1048.14,13,West
25000000,Bhangal,3,4,7,1197.875,13,West
23000000,Bhangal,3,4,5,1437.45,13,West
38500000,Bhangal,3,5,6,1711.25,13,West
37500000,Bhangal,3,4,6,1711.25,13,West
19000000,Bhangal,3,3,3,855.625,13,West
35000000,Bhangal,3,4,5,1369,13,West
34000000,Bhangal,2.5,4,4,1283.43,13,West
38900000,Bhangal,2.5,5,7,1581.195,13,West
16500000,Bhangal,2.5,4,5,1197.875,13,South West
16500000,Bhangal,3,4,5,1454.5625,13,South West
17900000,Bhangal,3,5,5,1454.5625,14,East
19900000,Bhangal,3,5,6,1112.3125,12,South West
21000000,Bhangal,2.5,6,6,1112.31,12,West
21000000,Bhangal,2,4,5,1454.5625,13,West
21000000,Bhangal,2.5,3,6,1026.75,20,East
21500000,Bhangal,3,5,5,1454.5625,13,East
21500000,Bhangal,3,5,5,1454.5625,13,South
21500000,Bhangal,3,5,6,1454.5625,20,North East
22000000,Bhangal,2.5,5,7,1069.53,13,East
23000000,Bhangal,3,5,5,1369,13,West
23800000,Bhangal,2.5,5,5,1454.56,13,East
23800000,Bhangal,3,6,6,1369,18,East
24000000,Bhangal,3,6,6,1369,14,South East
24000000,Bhangal,3,6,6,1369,15,North West
25000000,Bhangal,3,3,4,1369,13,East
27000000,Bhangal,2.5,4,5,1369,12,South East
27500000,Bhangal,3,6,6,1369,14,East
28500000,Bhangal,2.5,3,4,1095.2,9,East
28500000,Bhangal,3,6,6,1796.8125,20,East
30000000,Bhangal,2.5,4,6,1095.2,12,North
32000000,Bhangal,2.5,6,5,1060.975,13,North
33500000,Bhangal,3,4,4,1796.8125,12,South
34000000,Bhangal,2.5,5,3,1711.25,13,South West
34500000,Bhangal,3,5,5,2395.75,15,South West
35000000,Bhangal,2.5,4,6,2053.5,13,South
35000000,Bhangal,2.5,3,3,1711.25,14,East
40000000,Bhangal,2.5,4,5,1711.25,20,East
45000000,Bhangal,3,6,7,1745.475,13,South West
56000000,Bhangal,3.5,3,6,2738,13,West
27500000,Bhangal,2.5,3,5,1112.31,13,West
37000000,Bhangal,3.5,4,5,1604.29,13,West
20000000,Bhangal,3.5,3,6,1048.14,13,West
65000000,Talchhikhel ,3,3,5,2395.75,13,West
23000000,Talchhikhel ,3,4,4,684.5,13,West
22000000,Talchhikhel ,3,3,5,1026.75,13,West
25500000,Talchhikhel ,3,3,5,1026.75,13,West
26000000,Talchhikhel ,3,3,3,1026.75,13,West
23000000,Talchhikhel ,3,3,5,1026.75,13,West
25500000,Talchhikhel ,3,4,4,1026.75,13,West
33000000,Talchhikhel ,3,2,4,1026.75,13,West
23500000,Talchhikhel ,3,4,4,1026.75,13,West
23500000,Talchhikhel ,3,4,4,1026.75,13,West
23500000,Talchhikhel ,3,4,4,1026.75,13,West
